cycle,pedigree_IDs
44550,"146187398,146186640,146187120,146186366,146189167,146189203,146188941,146186196,146189283,146191812,146189357,146187583,146186667,146186508,146189720,146189930,146190004,146191107,146190743,146186212,146186393,146186124,146186360,146190442,146188451,146188214,146188248,146187667,146188032,146186786,146187893,146187426,146189413,146186685,146189949,146189205,146187906,146191089,146187341,146191250,146188361,146188406,146188343,146190989,146188381,146188013,146190423,146187620,146186435,146189713,146187315,146187378,146186916,146188637,146187870,146187334,146191876,146191223,146188102,146191464,146187250,146190524,146188336,146188322,146187276,146190543,146188557,146186278,146189036,146187046,146190717,146187259,146186291,146188253,146187079,146186059,146187553,146186501,146189311,146190749,146188106,146187461,146191303,146190338,146187066,146186298,146186231,146186142,146186998,146190828,146186632,146189703,146189376,146187582,146187084,146186751,146186190,146186109,146186472,146190708,146187562,146187392,146188055,146186156,146186611,146186368,146187762,146187880,146191013,146190919,146187086,146186085,146188092,146188123,146187030,146189499,146186649,146187070,146187080,146191151,146189391,146186715,146187316,146186791,146186966,146186979,146187173,146187985,146187431,146186673,146187510,146187901,146191697,146188314,146190503,146188204,146188412,146188048,146186317,146190654,146186974,146187489,146189586,146187686,146187254,146191926,146192105,146191846,146186145,146186877,146187271,146189091,146191691,146187614,146186613,146188733,146189477,146187530,146187833,146191604,146187185,146187984,146186038,146190630,146187174,146187045,146187895,146191761,146188011,146186830,146188014,146187556,146188237,146187572,146186186,146188628,146186469,146189003,146188261,146186377,146189869,146189269"
44555,"146203746,146207350,146207631,146207045,146206132,146205062,146206376,146206318,146206462,146207305,146206643,146205149,146204377,146207492,146207317,146204526,146205098,146205437,146204399,146203941,146207229,146204148,146203056,146206010,146204304,146207489,146206702,146202314,146203076,146201754,146203991,146206625,146205088,146207541,146207178,146207421,146205876,146205950,146202414,146205987,146205793,146204639,146203031,146207484,146207022,146207312,146207670,146204192,146207483,146201739,146207138,146205163,146204064,146203119,146205610,146207095,146205795,146205671,146205875,146205877,146202108,146205816,146207032,146207799,146205787,146204860,146207637,146202416,146204715,146205452,146205551,146205726,146207329,146202465,146207651,146206954,146205869,146202520,146206996,146207622,146203069,146203220,146202957,146207018,146206290,146205192,146202943,146204743,146206051,146206140,146202463,146205573,146207752,146206103,146206619,146205601,146207898,146206418,146204403,146207468,146207089,146201845,146205542,146204065,146201757,146205858,146207086,146204780,146201728,146206844,146207264,146207376,146201767,146205215,146207710,146205443,146206151,146202442,146201752,146203239,146206953,146207808,146205888,146203112,146201960,146205978,146207663,146205757,146202279,146204105,146206581,146204779,146202187,146204670,146207180,146202038,146201789,146207059,146206805,146207236,146206259,146206767,146206126,146207629,146204472,146206580,146201920,146206492,146202184,146206242,146206240,146206599,146206211,146207518,146206626,146202303,146206009,146207487,146205667,146206710,146203686,146207419,146202719,146205409,146202499,146205604,146203288,146206369,146205746,146203236,146205398,146207354,146205949,146202475,146206724,146205035,146206200,146206931,146204412,146203843,146202854,146202750,146206184,146207037,146201913,146206551,146206861,146206930,146204812,146202888"
44560,"146221414,146223122,146224413,146218181,146221389,146218153,146219554,146218946,146222796,146221542,146224810,146218675,146221532,146218815,146223414,146219467,146222365,146223003,146218974,146224433,146219912,146219738,146221853,146221394,146224443,146220227,146222452,146221150,146219983,146222503,146222349,146220123,146219375,146219725,146223726,146218673,146223833,146223089,146223316,146222054,146224541,146223092,146218802,146222504,146222406,146221589,146221761,146224740,146220043,146221807,146218384,146221274,146219374,146218523,146224472,146224299,146224792,146220567,146220088,146218846,146222111,146218626,146222776,146223856,146221560,146219071,146222472,146219718,146221272,146222334,146223074,146219321,146220413,146220494,146219305,146224907,146225422,146219308,146223794,146224995,146224386,146222215,146219274,146223904,146222547,146220336,146219419,146218688,146218684,146222091,146222862,146220134,146224723,146220703,146224790,146225437,146221434,146219392,146222204,146220140,146223613,146222207,146218999,146220836,146222708,146223519,146222173,146222887,146219437,146219328,146221567,146223939,146218718,146224369,146221515,146222144,146224180,146218431,146225022,146220037,146222806,146221520"
44565,"146236426,146241351,146237474,146239088,146237918,146239969,146236429,146240212,146235734,146235978,146236837,146237846,146235605,146236425,146237226,146237822,146236835,146238317,146238310,146239885,146237869,146236232,146238767,146235738,146236489,146237951,146239331,146239199,146237709,146238230,146235762,146236501,146235925,146236325,146241531,146237834,146236986,146239941,146236139,146237845,146237900,146239835,146238500,146237141,146236374,146235553,146236310,146239307,146236936,146236470,146236028,146236435,146237532,146235532,146235867,146236545,146239882,146237835,146241152,146240960,146236052,146237389,146241278,146240135,146237776,146237733,146238426,146235727,146237795,146236861,146237536,146237595,146236909,146236002,146236279,146236898,146235931,146239465,146236952,146235922,146240455,146237617,146237346,146238623,146237146,146235686,146236519,146237055,146238467,146240413,146237683,146237576,146240792,146236055,146238451,146235994,146236163,146236623,146236332,146236490,146239403,146235885,146237729,146237361,146237723,146239198,146237290,146236449,146237563,146235927,146236267,146235933,146237179,146236354,146236278,146238464,146240668,146237025,146236886,146236502,146241148,146236356,146237075,146235747,146239856,146236669,146236006,146240694,146237162,146240002,146236727,146238378,146238314,146236563,146240272,146240014,146239626,146237526,146240467,146236660,146236089,146237799,146240428,146240882,146236792,146237925,146236148,146236979,146236176,146236968,146237392,146236895,146237370,146237052,146236355,146238678,146237135,146237289,146237251,146236605,146236477,146236112,146236329,146235952,146237484,146237749,146239865,146236428,146236405,146237152,146235890,146241588,146240985,146241446,146237313,146240392,146237292,146237774,146237144,146239129,146237604,146240841,146240019"
44570,"146255403,146251633,146253580,146256393,146254015,146255759,146256990,146253274,146257286,146253248,146255005,146256133,146256560,146253111,146257437,146256316,146255651,146256353,146251561,146256513,146257067,146255516,146255491,146256396,146256555,146252224,146254959,146256310,146257237,146255889,146256297,146256836,146257151,146254406,146251953,146256988,146255073,146256873,146253465,146257389,146256985,146253436,146256944,146257347,146255948,146255364,146255962,146255551,146255683,146256805,146253923,146253546,146254125,146257450,146257220,146257246,146257099,146257566,146253974,146256082,146255233,146254989,146256575,146256089,146256230,146252749,146255612,146255277,146252831,146255865,146257583,146257403,146255448,146257607,146252975,146255931,146257541,146252820,146257138,146253112,146255633,146257040,146257272,146256790,146257359,146256083,146256188,146253788,146251817,146257508,146254171,146255777,146254449,146255941,146251989,146255111,146256138,146256829,146255601,146255476,146257201,146256380,146257517,146255834,146257481,146256792,146254517,146256558,146257472,146256183,146253657,146252612,146257473,146255854,146256408,146255569,146253881,146252240,146252892,146252574,146257641,146255729,146251860,146254183,146257380,146254194,146256055,146256494,146254011,146257471,146254516,146256645,146256421,146257223,146254296,146256331,146255221,146256885,146256717,146256186,146256216,146254061,146255349,146256563,146252890,146256495,146254474,146253306,146256350,146256288,146254641,146254309,146254344,146253797,146256888,146256767,146256308,146257060,146255665,146256656,146256632,146253369,146255811,146253918,146254773,146257412,146255532,146251570,146257279,146255752,146257122,146255872,146255977,146256590,146256752,146252053,146255707,146251708,146257266,146257585,146257334,146255454,146256261,146255982"
44575,"146274022,146270886,146272822,146272336,146274043,146268429,146269970,146271464,146268592,146269235,146273324,146267613,146269361,146269980,146267699,146268260,146269796,146271749,146269104,146268321,146267967,146268588,146273839,146269826,146273484,146270883,146273394,146272521,146273613,146270197,146272319,146270576,146271109,146269019,146270968,146267861,146268242,146267931,146272588,146273418,146273342,146270210,146272719,146271158,146274023,146268970,146270624,146272351,146272265,146273870,146268792,146268047,146272295,146269276,146268509,146274633,146268366,146274302,146273105,146267701,146273611,146267971,146270935,146272781,146273984,146270135,146268750,146270272,146272046,146267688,146273632,146269673,146270679,146273200,146270184,146271343,146268434,146272627,146274468,146272093,146273931,146270087,146274206,146268761,146273218,146267539,146268140,146273542,146268687,146273381,146274185,146271234,146269873,146268654,146271741,146271820,146269048,146267983,146268338,146272739,146268065,146269731,146271405,146272784,146273043,146270341,146267514,146270238,146268279,146273796,146268899,146273465,146272241,146273663,146270708,146269253,146267570,146273858,146268697,146271402,146274068,146269245,146272348,146273763,146268516,146273599,146269334,146268885,146272144"
44580,"146287355,146286606,146288681,146286770,146286889,146285970,146287376,146288273,146290731,146290837,146286444,146287309,146290685,146287889,146287985,146285637,146289573,146286989,146286728,146287082,146286749,146285525,146286223,146288851,146287327,146287778,146286146,146285806,146290018,146290532,146286593,146285965,146290817,146290773,146286172,146288046,146285794,146286192,146286957,146286591,146285595,146285592,146287307,146286427,146288614,146289663,146287032,146287496,146286261,146285257,146287756,146286959,146285872,146286208,146285939,146286574,146287132,146286615,146285784,146287482,146290042,146285976,146289184,146285722,146287704,146285304,146288055,146288525,146285959,146285275,146286244,146287074,146290708,146286703,146289881,146286559,146285612,146287315,146286447,146285229,146288752,146289101,146289581,146287138,146286065,146286351,146287767,146286235,146286042,146285235,146286607,146286085,146286022,146287582,146289409,146285723,146285960,146291144,146285342,146285843,146286089,146285113,146287732,146288160,146285260,146285366,146286795,146288726,146286877,146290610,146290759,146287321,146289475,146285236,146285838,146285498,146285499,146287485,146285803,146287475,146287254,146289546,146287217,146286866,146285917,146286708,146285899,146290274,146286568,146291012,146286470,146289762,146290305,146290982,146289956,146286440,146285210,146286462,146290821,146287467,146287406,146286518,146290034,146285736,146285146,146285728,146286245,146285578,146285632,146287158,146285482,146286135,146287010,146289986,146286757,146291215,146290009,146287686,146287583,146285171,146288491,146286037,146286746,146287201,146285929,146286785,146285920,146285777,146287547,146289684,146285556,146290101,146287284,146290206,146287052,146286268,146289716,146287271,146286140,146285527,146286988,146289707,146289443"
44585,"146305045,146305657,146303283,146304123,146306010,146306358,146303273,146305812,146306512,146302467,146306515,146304464,146305645,146306535,146301817,146305136,146304874,146305678,146305684,146305982,146305746,146302603,146304828,146306541,146302497,146304571,146306045,146303341,146302776,146302116,146303823,146302092,146304722,146306608,146304912,146305345,146305635,146301006,146301548,146305784,146305068,146305957,146302472,146303623,146304267,146305153,146303649,146303751,146303075,146306371,146305310,146304599,146305666,146305775,146306565,146304883,146304623,146306569,146306451,146304621,146304951,146303857,146303589,146305644,146304009,146302643,146305337,146306097,146302268,146302579,146306533,146304578,146304573,146301288,146305498,146305056,146304973,146305695,146302571,146301604,146301799,146305864,146305960,146302593,146306173,146304946,146301857,146306351,146305770,146305390,146304294,146301198,146304891,146301931,146305985,146305058,146303919,146305861,146301033,146305930,146302481,146301026,146304647,146304881,146306269,146305685,146304271,146303429,146305287,146305134,146306125,146304631,146302916,146305633,146304977,146304931,146304356,146306396,146305460,146305782,146306577,146304988,146305414,146306322,146304890,146303692,146306036,146303414,146305721,146302247,146303003,146303180,146304717,146303165,146306562,146302978,146304997,146304472,146301621,146305627,146306564,146305240,146305518,146300853,146305335,146305874,146305929,146304594,146301142,146305589,146306135,146305624,146304140,146305958,146301804,146304787,146301098,146304943,146304677,146306374,146306425,146306171,146305080,146301416,146304800,146305256,146305561,146304996,146302214,146305413,146306014,146304815,146305308,146305547,146304107,146305970,146301042,146305760,146302193"
44590,"146319623,146321180,146318493,146323018,146321954,146320054,146320561,146322147,146320103,146316207,146316899,146321100,146317595,146318295,146323133,146320875,146320653,146317699,146316862,146317594,146321159,146322735,146320029,146318965,146322745,146320881,146322935,146316682,146316716,146320917,146316328,146316630,146316923,146322247,146317295,146321114,146317544,146320706,146318648,146318473,146319950,146319557,146317359,146322364,146318044,146321804,146318086,146318812,146317955,146323141,146320607,146317162,146317190,146316430,146319873,146319252,146322097,146317211,146319825,146321444,146316501,146320996,146321545,146321050,146321912,146316279,146322818,146318921,146318462,146316814,146318746,146322155,146321608,146319405,146323136,146318194,146316361,146316769,146321914,146322231,146317072,146318228,146322370,146322230,146317895,146321401,146316519,146322512,146317933,146321798,146320316,146317363,146321193,146318971,146319772,146321759,146318125,146320147,146320114,146317910,146317050,146320674,146316455,146322323,146322287,146322760,146318796,146319927,146322620,146322312,146321637,146319720,146317121,146317178,146322331,146319208,146317781,146317700,146322298,146317157"
44595,"146337404,146333446,146332938,146333053,146333003,146332604,146333010,146332758,146338251,146334768,146334058,146336428,146337144,146332840,146332632,146336414,146333854,146332747,146337214,146334890,146334241,146336375,146333000,146334442,146333774,146336786,146336175,146335606,146335981,146335697,146336652,146337438,146332867,146333752,146332965,146334152,146334455,146333099,146333051,146333121,146332637,146333562,146334087,146337827,146334252,146337914,146334105,146333956,146332729,146333474,146334738,146335333,146333479,146336364,146334434,146337401,146334645,146338054,146333089,146337626,146333127,146333739,146338058,146333796,146332897,146333233,146334794,146334065,146334011,146335497,146333746,146333803,146335598,146335602,146338242,146338352,146333313,146333049,146334876,146333904,146334842,146334089,146336903,146332800,146332563,146332659,146333409,146333574,146332709,146333396,146332782,146335923,146338100,146333107,146334254,146333077,146332918,146334041,146333516,146333278,146334636,146337171,146333580,146334574,146333012,146332934,146332721,146333503,146334762,146333560,146336200,146334502,146333550,146332588,146334534,146332720,146333044,146337742,146333728,146332664,146332653,146334896,146332830,146334664,146334834,146335850,146333853,146334086,146334140,146334981,146334082,146333483,146337444,146333146,146334708,146334354,146334656,146335886,146335768,146334040,146334422,146333335,146334523,146336901,146336252,146334366,146333183,146333992,146335345,146334110,146334863,146334012,146332870,146338302,146334264,146335774,146332924,146332579,146334348,146334128,146333564,146334599,146336516,146334785,146337468,146334298,146334098,146338070,146334608,146335864,146334832,146334590,146334800"
