cycle,pedigree_IDs
44550,"146221770,146219705,146219978,146223916,146218515,146219515,146217837,146218632,146219073,146218262,146219422,146219105,146221754,146218386,146218174,146220170,146222019,146223858,146218956,146219979,146219081,146217935,146222786,146219030,146218976,146221849,146218085,146218823,146221441,146219397,146218099,146217822,146218647,146222651,146222562,146221915,146219889,146223287,146222925,146218545,146223487,146218947,146223988,146219905,146221370,146219605,146219902,146219762,146223298,146217838,146222983,146219480,146220097,146219254,146218475,146222155,146219036,146221121,146219396,146217857,146218885,146218774,146218253,146220074,146217831,146219863,146222767,146217914,146219024,146219764,146219176,146219984,146218478,146219784,146220087,146219811,146219112,146222269,146218397,146220099,146218949,146219962,146220210,146218089,146219482,146222276,146219061,146223566,146219826,146219014,146220008,146220740,146219082,146219773,146219967,146219118,146218737,146219565,146217829,146223848,146218007,146218787,146219018,146222356,146219437,146220186,146223641,146222054,146217904,146222854,146220234,146218603,146221669,146224079,146223993,146222064,146220742,146219058,146219358,146218320,146218170,146219523,146222349,146218993,146218811,146219844,146222546,146218518,146217947,146221010,146218306,146223535,146219260,146220516,146219297,146219135,146220075,146219369,146218418,146219407,146222726,146219578,146219737,146218056,146221298,146217839,146218846,146218540,146222713,146224006,146219563,146218338,146223615,146221746,146220158,146219327,146220119,146219907,146219780,146222680,146219518,146218923,146218525,146217875,146220594,146218853,146219694,146221953,146219777,146218059,146218101,146219763,146218391,146221786,146220484,146221447,146218538,146224101,146217934,146218175,146220150,146222616,146218565,146218334,146220925,146222831,146219812,146220246,146219255,146218511"
44555,"146238937,146239082,146238608,146239061,146234997,146236111,146239832,146236552,146240118,146239535,146237111,146238893,146239747,146239228,146239090,146238490,146237031,146239011,146235370,146238269,146234407,146239738,146239460,146238410,146236680,146236077,146236228,146235503,146240003,146238314,146236369,146239989,146238696,146240403,146234725,146239825,146234687,146236061,146234944,146239316,146240139,146238293,146239935,146238172,146237122,146239702,146239122,146238325,146238970,146239953,146239469,146234357,146239662,146238571,146239894,146239444,146238731,146235668,146240071,146238209,146238767,146239414,146239446,146238614,146236929,146240443,146239607,146236987,146238128,146239587,146240294,146239417,146238933,146240213,146238730,146239640,146238083,146240228,146235647,146238596,146237127,146239614,146239231,146239724,146237021,146238994,146239018,146239282,146239615,146235627,146238847,146240407,146238450,146238274,146236129,146238928,146239317,146237511,146238180,146235106,146239628,146236462,146240285,146239443,146240037,146239528,146238584,146239151,146239182,146238250,146238775,146237398,146239779,146240185,146238144,146237452,146234482,146238878,146237466,146240055,146239467,146238263,146238972,146239903,146234763,146238147,146239655,146239930,146239102,146238202,146237361,146234411,146236835,146239194,146238940,146236821,146238981,146239745,146238756,146238225,146238127,146238240,146239706,146240279,146236530,146238998,146239866,146237640,146238787,146237107,146239691,146235263,146236037,146236634,146238139,146239057,146239217,146238112,146239664,146237227,146238461,146240038,146239164,146235859,146239434,146236177,146238231,146239187,146238465,146234619,146238774,146239929,146237839,146237641,146238467,146239296,146239922,146238064,146238170,146238060,146235428"
44560,"146254388,146251700,146254290,146254118,146254215,146250254,146251554,146254047,146255537,146253568,146256381,146250908,146256956,146251752,146250613,146256382,146255365,146256461,146254752,146255088,146253579,146252500,146253213,146250021,146254904,146256452,146256412,146252338,146256158,146252672,146251124,146256093,146254981,146251947,146256894,146256552,146252159,146251451,146250889,146252588,146253921,146255383,146255583,146251633,146250541,146251188,146250526,146251838,146251242,146256648,146252800,146255034,146254396,146251048,146251371,146251416,146253563,146252568,146250895,146252807,146253609,146252007,146253336,146252072,146257036,146254706,146257051,146256401,146250497,146256018,146255683,146249928,146250325,146253422,146256218,146254081,146252373,146256750,146252720,146255502,146254216,146250031,146250886,146256574,146251414,146254347,146254560,146253034,146251365,146256323,146252190,146255458,146253289,146252824,146256753,146254253,146251963,146253345,146253843,146254708,146253457,146252813,146252574,146249920,146253628,146254006,146251497,146249882,146254461,146251608,146254652,146256417,146256781,146255156,146252408,146250468,146251172,146255980,146250732,146250716,146250955"
44565,"146268101,146266731,146271414,146267282,146269123,146268537,146270758,146268207,146270510,146269126,146269377,146269052,146266850,146272222,146267462,146268145,146267783,146271411,146270288,146267044,146267432,146267080,146269013,146266890,146267531,146268276,146266864,146269308,146272540,146266865,146267092,146268090,146267377,146268836,146267212,146267949,146268729,146271224,146268739,146269754,146267067,146268689,146268089,146266800,146272059,146267705,146269790,146272105,146267414,146270293,146269683,146266814,146267438,146267000,146267078,146268234,146271962,146268741,146266714,146271037,146268504,146267133,146269151,146267233,146271785,146271569,146269132,146266891,146268053,146266889,146269050,146271113,146267402,146271758,146268679,146267999,146268112,146266820,146267004,146266722,146269561,146267730,146266751,146267606,146269148,146266962,146266876,146267403,146266741,146270629,146271213,146267584,146270655,146268971,146272293,146267996,146270330,146271655,146271144,146268061,146268134,146269133,146267050,146267798,146267232,146266799,146268117,146266843,146266898,146270810,146268153,146266827,146268058,146268193,146271456,146266982,146267749,146267165,146266950,146269551,146268011,146268285,146268280,146271131,146267598,146268581,146270937,146267974,146268173,146267494,146271544,146267441,146268678,146272543,146270619,146268617,146267633,146267113,146268156,146269939,146271553,146272552,146270541,146268289,146268375,146272285,146266885,146269386,146267519,146268253,146267386,146271065,146267501,146267336,146267042,146269962,146268396,146272150,146266712,146267771,146267347,146267938,146268109,146268032,146268910,146268070,146266735,146266818,146267879,146269007,146268256,146269978,146270024,146268079,146269239,146269130,146268113,146269704,146266993,146272445,146268728,146268194,146268124,146268751"
44570,"146286350,146285214,146285573,146284566,146285690,146285636,146282789,146284007,146282805,146286974,146287683,146287670,146286724,146282919,146285975,146282051,146286311,146287131,146286134,146283286,146286013,146287048,146287472,146287629,146282050,146286147,146283497,146283026,146283319,146282111,146285176,146282383,146286045,146285783,146284199,146286166,146286923,146286664,146283081,146286675,146285874,146285797,146285838,146282960,146286477,146287354,146286124,146287095,146287355,146283464,146286284,146287057,146287817,146287032,146284726,146285609,146287687,146284498,146286918,146282439,146284443,146283913,146286403,146287335,146285716,146286454,146286696,146286706,146285999,146285705,146282634,146286896,146283795,146283993,146286662,146287574,146286104,146287554,146286341,146285503,146287277,146285794,146283814,146285732,146287239,146286537,146287272,146285987,146286084,146286362,146285553,146286523,146287867,146282629,146286695,146286483,146287200,146285759,146283496,146284613,146284243,146283313,146285771,146286619,146286085,146284429,146285368,146286441,146285362,146287666,146287103,146287132,146284962,146287015,146287302,146286676,146283616,146284220,146283970,146286697,146282098,146284376,146286673,146283205,146287841,146285968,146282286,146282409,146285854,146286880,146287840,146285287,146284579,146286368,146283207,146285700,146287716,146286520,146285403,146287512,146285740,146283212,146286743,146284184,146285901,146285615,146284932,146287235,146282195,146284786,146287217,146286125,146285713,146286328,146286814,146286823,146286298,146286135,146285290,146284474,146287209,146286885,146283910,146285791,146282815,146287081,146282680,146287627,146286336,146286105,146287236,146287643,146286308,146287704,146287468,146287124,146284563,146283239"
44575,"146301904,146299217,146303907,146301250,146300676,146301458,146304125,146300487,146297920,146300665,146302456,146299073,146303777,146298615,146300495,146298805,146299678,146298717,146302593,146301655,146302894,146301668,146303624,146301503,146299525,146301060,146303221,146301989,146301663,146303868,146304667,146297684,146300335,146299885,146301651,146301024,146303367,146300520,146298609,146298217,146304305,146302454,146300158,146302440,146303129,146303350,146302583,146300683,146301234,146303092,146302677,146304245,146303075,146297774,146301009,146299596,146304507,146302071,146303459,146304360,146299398,146302342,146303325,146299886,146302400,146301696,146304563,146300618,146299293,146300946,146298782,146303756,146302741,146299186,146298681,146297563,146300388,146300522,146304684,146303612,146297578,146303857,146300372,146297927,146299662,146302479,146298246,146302695,146299859,146302882,146300075,146299245,146298933,146300905,146302505,146302307,146300426,146302065,146303403,146299705,146299363,146298764,146298894,146303004,146299898,146303108,146298439,146300164,146303559,146298070,146299003,146299969,146300672,146299810,146298621,146303174,146297577,146304009,146300491,146299220,146303112"
44580,"146315628,146315993,146319348,146318365,146316688,146315926,146317277,146317069,146315402,146316407,146317475,146318816,146319029,146315423,146315126,146315594,146315442,146315866,146319412,146315766,146316740,146320450,146318061,146316441,146315732,146316047,146319033,146316173,146316006,146320580,146315712,146319185,146316666,146317675,146315201,146315381,146315574,146317688,146316710,146314748,146315424,146315507,146314966,146314766,146319856,146317131,146315237,146315008,146316884,146315539,146316578,146315143,146314761,146314915,146315836,146319242,146318220,146318321,146317317,146315581,146315292,146316590,146315121,146317636,146316576,146314873,146314890,146315709,146318527,146318650,146316346,146315804,146316482,146316088,146315306,146320210,146316941,146316253,146315666,146314774,146319649,146317002,146320590,146315197,146317876,146315675,146317066,146318668,146315119,146319929,146315384,146317247,146315125,146319116,146315082,146316536,146320101,146316124,146314687,146320289,146316004,146316770,146316014,146315893,146320754,146317028,146316001,146320115,146317341,146316632,146316878,146318863,146314946,146315037,146316661,146317173,146316277,146319439,146316649,146314854,146316154,146318465,146315334,146315661,146315668,146315604,146316791,146318490,146318328,146316724,146315089,146315692,146315569,146315740,146318190,146315865,146315376,146317025,146316629,146315311,146316146,146314843,146316225,146314794,146319568,146317077,146318552,146316000,146320767,146317051,146319349,146314903,146315878,146319905,146314698,146315862,146314711,146320658,146315337,146316777,146316752,146320257,146316033,146317042,146315467,146316857,146316978,146316139,146316500,146316194,146318368,146316463,146314913,146317898,146318574,146318008,146317996,146318570,146315377,146315620,146319319,146316023,146317053,146320166,146317123"
44585,"146336351,146336405,146335607,146336030,146334816,146335553,146335477,146335039,146336401,146332028,146331037,146334759,146335269,146331011,146333084,146334060,146332851,146332285,146336821,146334188,146332244,146336194,146332416,146334516,146336713,146335074,146336230,146336033,146336663,146335184,146335630,146336412,146334963,146334510,146334649,146336193,146335616,146335250,146334961,146335428,146336298,146336463,146331904,146335497,146333753,146333555,146335378,146334976,146334253,146336366,146336414,146335866,146336158,146335372,146333301,146335605,146335431,146336756,146336428,146336913,146336689,146334841,146335301,146332877,146332429,146335766,146336018,146332095,146335255,146336214,146335879,146336271,146335344,146330795,146332267,146331596,146335485,146335684,146336755,146336918,146335947,146334930,146336795,146335816,146335457,146334416,146331533,146331016,146336839,146334800,146334764,146335319,146334965,146335797,146333265,146336283,146336779,146336910,146335707,146336763,146332831,146331578,146332778,146334853,146331580,146336641,146336070,146333268,146334975,146331005,146336901,146330805,146335470,146336534,146335140,146335174,146330839,146331819,146332264,146332383,146336725,146334205,146332790,146334773,146330830,146336341,146333919,146335460,146334527,146333293,146336154,146332491,146335439,146333277,146335900,146335306,146331419,146333511,146334426,146331203,146331217,146335282,146332671,146332327,146335333,146336785,146334615,146336525,146336565,146336658,146336228,146335328,146333589,146336904,146336531,146335360,146334929,146335123,146335226,146336246,146333076,146336085,146334966,146335570,146334119,146336126,146335513,146331238,146335541,146335381,146336317,146333343,146336229,146331941,146336719,146335164,146334852,146331097,146333447,146336699,146336586,146336244,146332206,146336060,146336617"
44590,"146347662,146352679,146351635,146349830,146347068,146352449,146346761,146349324,146349885,146351319,146352678,146350103,146351893,146352320,146353267,146351815,146353592,146351041,146352708,146348573,146351417,146353869,146349982,146349181,146350567,146353084,146349194,146349190,146349771,146352686,146347179,146347611,146350087,146349816,146349575,146352359,146349170,146352784,146353569,146350919,146351854,146348858,146348229,146350903,146352886,146348022,146353974,146350466,146352841,146350578,146348100,146349717,146352248,146352069,146346863,146347993,146351352,146352374,146352623,146349644,146346940,146348384,146350986,146351452,146347963,146351524,146350063,146351003,146349536,146352652,146348804,146352860,146346990,146350533,146353188,146347308,146352188,146352000,146347454,146350946,146347883,146351285,146353465,146348761,146351426,146353858,146353489,146350437,146348722,146351060,146347872,146349775,146347266,146347759,146349198,146351836,146350127,146350264,146352371,146350822,146353264,146350916,146353933,146349884,146348335,146347036,146348961,146350874,146347707,146349215,146349675,146351235,146348687,146349116,146349968,146350089,146351784,146353719,146352897,146349770,146346920"
44595,"146364372,146365017,146366354,146364610,146364570,146365626,146364302,146364691,146365063,146365978,146364663,146364228,146369155,146369508,146366025,146368608,146368327,146369418,146369194,146366011,146368910,146365484,146365807,146363727,146365028,146368980,146367268,146364706,146366881,146364657,146369464,146368229,146365102,146364650,146365652,146364384,146366974,146365497,146364653,146365740,146367253,146366489,146367477,146364134,146364529,146369202,146364662,146364973,146368968,146365989,146366005,146364395,146364989,146364405,146364472,146365205,146363937,146367843,146365252,146364027,146367793,146364543,146365918,146365199,146365178,146366999,146364742,146368171,146365301,146365411,146365358,146365395,146364941,146365910,146365166,146364190,146367936,146366262,146364421,146364710,146364050,146363889,146365206,146364904,146367894,146365401,146364189,146365117,146364585,146369580,146364802,146367811,146368535,146365531,146365772,146364690,146368468,146365806,146365571,146365902,146364094,146365285,146368098,146369381,146364445,146368059,146365265,146365307,146369361,146369480,146364193,146364226,146365785,146365376,146366517,146367108,146364709,146365120,146363790,146363854,146365653,146366985,146366905,146366526,146368376,146364988,146365429,146364729,146365243,146365931,146367172,146367171,146365896,146364638,146365865,146365317,146363743,146364576,146367470,146364491,146364343,146369149,146364798,146365605,146368742,146368054,146368007,146364522,146365041,146366619,146365011,146369311,146364428,146365697,146365331,146364098,146364733,146368364,146368525,146364116,146365294,146364725,146367491,146365192,146365973,146369217,146363757,146366470,146363938,146366281,146367914,146364313,146366950,146364415,146364644,146365890,146368990,146367216,146364383"
