cycle,pedigree_IDs
44550,"146104558,146104934,146109286,146103759,146104382,146104681,146105416,146106720,146106383,146107784,146104448,146104723,146105555,146108673,146104588,146105195,146104267,146104069,146104333,146107755,146104111,146104343,146105754,146104279,146105425,146105421,146106770,146105725,146104714,146105097,146107040,146106094,146103477,146103388,146109065,146108568,146106665,146105502,146104689,146104443,146104546,146103974,146105110,146104726,146104310,146103391,146105358,146105483,146105146,146104747,146107452,146104063,146106111,146105270,146107502,146103642,146103733,146104106,146104431,146104571,146104385,146107389,146104502,146105139,146103674,146105521,146104990,146105833,146104327,146103941,146105069,146103603,146104813,146104289,146104513,146105369,146107014,146104568,146105037,146105176,146103704,146104480,146105464,146105685,146107333,146109000,146108744,146103746,146107629,146108405,146107365,146103729,146105038,146104284,146104586,146107734,146103409,146104085,146103374,146105258,146104364,146103797,146104030,146108300,146104545,146104777,146108953,146103772,146106364,146106352,146105219,146105593,146105386,146103857,146104433,146105313,146107162,146108315,146103972,146105403,146103836,146107885,146106509,146103982,146103675,146105263,146104018,146103440,146104682,146108601,146105402,146106127,146103931,146109312,146107469,146103493,146108664,146103485,146104038,146105311,146103684,146103640,146108310,146103975,146104453,146106403,146103855,146105645,146109261,146104406,146106008,146104266,146105085,146106274,146103683,146104098,146104286,146109133,146104338,146104158,146105406,146108867,146103510,146105548,146105086,146108555,146107586,146108759,146105411,146105078,146108123,146103651,146104632,146105598,146107038,146105158,146107654,146105382"
44555,"146122235,146120128,146120591,146121382,146123242,146122229,146120240,146123139,146123831,146123323,146121070,146123646,146122836,146121354,146120009,146121707,146123951,146124176,146124070,146122117,146122918,146120904,146123497,146122870,146123271,146122619,146120789,146121776,146122916,146120461,146122730,146121948,146121591,146121075,146120085,146122585,146123386,146122438,146123235,146119259,146124273,146122043,146124309,146122571,146118840,146122695,146122071,146123080,146123530,146122591,146122420,146123638,146124148,146124183,146123754,146122596,146121665,146122793,146123219,146122877,146121683,146121843,146121727,146123795,146122617,146119470,146121013,146123046,146122866,146122080,146119005,146123462,146122531,146123510,146119538,146121542,146122816,146122637,146122910,146121664,146122378,146118789,146122445,146123959,146121324,146122320,146123095,146122971,146120172,146122805,146121777,146122092,146123549,146122487,146122748,146123668,146122538,146123027,146119434,146122728,146124177,146120206,146122338,146123430,146122527,146119251,146122474,146123719,146124008,146119710,146123258,146122532,146120861,146123457,146124045,146122499,146123865,146123414,146122036,146121316,146122833,146123106,146120255,146122913,146122944,146122479,146120725,146119478,146119260,146123919,146123854,146123110,146120464,146121484,146118854,146122204,146123273,146123137,146124141,146119045,146122421,146123807,146120874,146124244,146123811,146122556,146123067,146122059,146123002,146124358,146124083,146121676,146122384,146122286,146123991,146124246,146123720,146122671,146123969,146122078,146124298,146122835,146122500,146122509,146123822,146123054,146122485,146124168,146124238,146123603,146122029,146123229,146121373,146123857,146120419,146120693,146121172,146120199"
44560,"146137393,146138342,146134848,146136186,146137871,146139102,146137788,146139085,146138268,146133623,146133888,146139727,146139207,146135578,146136603,146138913,146138518,146135359,146138154,146135609,146139592,146136027,146133954,146136812,146139082,146138433,146136615,146135703,146136953,146139484,146137205,146136074,146137423,146134471,146136980,146135365,146138013,146136575,146134216,146136740,146137737,146139618,146138390,146139893,146137186,146139157,146137541,146136588,146137133,146137327,146137706,146134185,146135881,146138991,146139855,146139100,146136301,146135983,146137519,146138912,146136417,146133411,146138944,146139042,146136745,146139250,146138666,146136387,146138440,146134406,146135810,146138588,146139055,146138579,146138487,146136213,146137114,146134749,146133843,146136775,146139969,146135360,146139225,146137291,146136405,146133887,146139700,146134501,146134897,146133440,146137514,146133516,146136497,146136329,146136813,146134109,146135832,146139719,146136442,146134476,146133894,146134701,146139453,146139646,146136840,146135541,146138587,146139673,146135696,146135758,146135155,146135551,146135356,146133866,146134485"
44565,"146155407,146155105,146149703,146153137,146154036,146154629,146155342,146153826,146150629,146152269,146150849,146152524,146150580,146152566,146151334,146154995,146151770,146155152,146150236,146151579,146150926,146150781,146151594,146152526,146155489,146151931,146152262,146150378,146151192,146151519,146153778,146152331,146151071,146151937,146153349,146155417,146154410,146149700,146153994,146151918,146150260,146150912,146151207,146153005,146150205,146151374,146150093,146151281,146151517,146154129,146153586,146153749,146149875,146150620,146151727,146151978,146150887,146150878,146151763,146151704,146151224,146151820,146152838,146153450,146154787,146154877,146150836,146153350,146150159,146152325,146151612,146150613,146149901,146151117,146151004,146152339,146150606,146153384,146151538,146150222,146152966,146151025,146150068,146151146,146153682,146151812,146153753,146151758,146150509,146151647,146154267,146152932,146150809,146152056,146150866,146151687,146150284,146151593,146151808,146153767,146151209,146150633,146150531,146149682,146149860,146149809,146151786,146152415,146152581,146149653,146149815,146150688,146151502,146151378,146150920,146151337,146151518,146152022,146153059,146151041,146150327,146154937,146150591,146151000,146150249,146153307,146150008,146152942,146150843,146149684,146151033,146153892,146149677,146154734,146151616,146150472,146150768,146151860,146151885,146151357,146151874,146150573,146153880,146153206,146151011,146153658,146149672,146151416,146155325,146150845,146154682,146150908,146150819,146153161,146151269,146151027,146151551,146150165,146153355,146151953,146151880,146151731,146150899,146153683,146150146,146149915,146151783,146150685,146150316,146150160,146155698,146151813,146149911,146149776,146152892,146151088,146153223,146150791,146150587,146155266,146150872,146150630"
44570,"146169747,146170919,146169998,146170231,146169728,146166024,146169031,146165351,146166728,146170658,146171068,146169708,146169353,146169040,146170484,146167527,146166559,146169480,146169168,146168279,146170799,146167103,146169340,146170738,146170278,146169645,146170119,146167837,146165342,146169181,146168798,146170448,146168847,146169552,146170128,146170422,146169750,146170990,146168506,146169015,146169729,146168001,146169964,146167207,146169491,146170790,146168058,146169787,146166657,146170384,146169533,146170291,146168880,146169713,146170240,146166809,146169329,146168915,146169333,146168928,146167355,146171096,146170181,146168518,146171087,146170795,146169213,146170703,146169332,146169957,146170298,146167054,146166255,146170297,146169277,146171105,146169020,146169489,146171146,146167416,146169469,146170051,146169113,146170589,146169102,146169016,146168919,146171362,146169214,146169668,146170839,146169650,146166390,146166362,146169933,146170148,146166617,146168681,146170850,146167841,146170056,146170376,146166048,146167120,146168317,146169614,146171229,146169157,146171217,146169565,146169117,146166834,146171065,146169242,146170960,146166858,146167539,146170733,146166986,146170509,146170092,146168659,146166635,146170450,146170906,146170427,146168293,146171130,146166732,146166985,146169394,146169812,146170063,146170930,146169369,146170845,146171322,146165506,146165445,146167696,146169197,146170293,146165424,146165606,146169407,146167755,146170489,146168350,146170959,146169995,146169727,146170385,146170175,146169903,146170716,146165845,146169734,146170605,146166704,146169633,146169977,146167847,146169299,146168486,146170139,146170582,146168893,146169988,146170643,146167942,146169359,146171391,146169814,146171289,146169013,146169484,146169583,146171233,146169308,146170074,146170211,146171302,146170401,146170129,146169045,146171359,146170392"
44575,"146188210,146182659,146184946,146186905,146184983,146182157,146187020,146187799,146184981,146182051,146184308,146187984,146188463,146186224,146187129,146184497,146184957,146188272,146187787,146184620,146181568,146186915,146181600,146185522,146187301,146188154,146182311,146186655,146184127,146186855,146188062,146187487,146183378,146187826,146185529,146181455,146181776,146186860,146184016,146188790,146188293,146182894,146187240,146184806,146183536,146184364,146187739,146181721,146185337,146183279,146182279,146187379,146184487,146188001,146187564,146182545,146182833,146186041,146185924,146182289,146183221,146185850,146181440,146184186,146184333,146188774,146186777,146186587,146187685,146183239,146185642,146187729,146187588,146187370,146188583,146182467,146188367,146184255,146183895,146184394,146185539,146181546,146184792,146188112,146182941,146183949,146186863,146188285,146181925,146182114,146187520,146181816,146184343,146181989,146181481,146181683,146182105,146181976,146187107,146184820,146188259,146186448,146184084,146186679,146184899,146181549,146184577,146185090,146182748,146185867,146184897,146186194,146184249,146183187,146188360,146188456,146184071,146183777,146182812,146184886,146186030,146186576,146184883"
44580,"146199979,146200546,146199889,146200470,146202752,146199987,146202747,146202122,146199433,146200036,146203073,146199286,146199141,146201909,146204515,146201868,146203513,146199867,146200158,146199995,146202857,146199531,146200033,146202667,146203847,146202199,146202144,146200895,146199084,146201237,146202076,146203124,146198934,146203191,146200394,146203404,146200786,146199578,146200649,146200784,146204548,146200723,146200169,146199588,146199219,146199711,146202736,146199932,146200577,146200753,146204363,146199533,146202313,146204829,146202588,146199760,146201954,146201676,146202257,146203873,146201166,146200226,146200067,146202676,146199705,146199022,146200276,146202500,146203749,146200557,146203294,146204231,146201013,146201015,146201355,146203924,146199096,146201018,146204183,146200926,146203612,146203510,146199030,146199925,146199852,146200741,146201029,146202038,146204210,146203599,146200913,146202494,146204633,146198854,146201550,146199139,146200827,146200823,146199912,146198846,146198768,146199004,146199187,146199631,146202120,146198903,146201656,146203292,146202272,146200644,146203557,146204410,146202102,146204525,146199415,146200017,146204561,146200676,146201516,146204407,146199566,146203378,146200391,146200363,146200441,146199438,146203687,146203943,146200586,146199905,146199580,146200993,146200098,146201083,146203251,146203094,146199150,146199891,146199903,146200174,146200351,146204932,146204259,146200560,146200225,146199224,146202655,146200327,146199062,146203680,146199285,146200450,146200700,146199957,146199481,146199490,146204457,146199561,146201922,146203428,146200983,146200900,146201691,146199272,146200219,146202451,146202781,146199394,146198898,146199753,146201322,146200897,146202681,146203844,146200059,146200995,146198961,146199843,146204750,146199894,146200832,146200859,146202907,146204946,146199149"
44585,"146219315,146220088,146216037,146220795,146220327,146219434,146219797,146217605,146220436,146220276,146219883,146218150,146220315,146220513,146220082,146219924,146216483,146220116,146218694,146215149,146220833,146218845,146220454,146216566,146220739,146217816,146218968,146216040,146219116,146219565,146220743,146218096,146219159,146215586,146219157,146219069,146218626,146220400,146217398,146218623,146214962,146218585,146221046,146219247,146215034,146219630,146219984,146220342,146219453,146219554,146219244,146215275,146220111,146220780,146220924,146215742,146220353,146217334,146214890,146218857,146220323,146220235,146219532,146217236,146220474,146219299,146220683,146219793,146217508,146216481,146215015,146220186,146216466,146215704,146220347,146219546,146220236,146219588,146220151,146217838,146218846,146218904,146217882,146215521,146219031,146215000,146219303,146220742,146218831,146219673,146220620,146221047,146219146,146220813,146217681,146218708,146219570,146218611,146215011,146219401,146220860,146216553,146219418,146219441,146220269,146219666,146221019,146218899,146219696,146216361,146220122,146220388,146220241,146219725,146215111,146217388,146219321,146218711,146216305,146218148,146219740,146215354,146216014,146219051,146219788,146219286,146218101,146220450,146218790,146215644,146219497,146218309,146219671,146220912,146217245,146220674,146215617,146218314,146220043,146218997,146217517,146218827,146220708,146216127,146220264,146215718,146215353,146217450,146220831,146219625,146218627,146219290,146219227,146218880,146218844,146220704,146220979,146221035,146218656,146220121,146218485,146216699,146221009,146219192,146216537,146216573,146219780,146217620,146220208,146219480,146216572,146220113,146219343,146221006,146215122,146220270,146219856,146219522,146218618,146219932,146220707,146218890,146220955,146218727,146220259,146219451,146214952,146219421"
44590,"146235863,146233400,146233218,146235590,146232742,146237567,146235233,146234717,146233810,146236398,146237715,146235893,146235908,146236140,146236565,146237598,146236894,146234840,146233204,146237676,146232368,146236072,146231034,146231443,146232286,146235961,146235487,146231792,146233544,146234361,146237591,146236152,146236174,146236032,146231247,146231433,146233700,146233314,146232216,146233359,146233227,146233395,146236877,146236651,146234269,146232328,146236355,146234623,146235974,146237549,146238268,146234716,146237167,146235535,146234810,146231983,146231844,146237482,146231459,146232535,146232115,146232917,146233732,146235921,146231468,146234577,146232290,146234474,146232496,146231778,146237305,146234283,146235845,146231212,146238087,146231903,146236346,146235681,146231985,146234364,146234629,146236521,146237613,146238120,146234622,146234058,146233590,146232109,146232798,146235444,146235157,146233717,146234604,146236395,146235318,146235255,146236448,146231415,146233226,146231466,146232312,146231112,146238158,146235290,146232536,146233141,146235196,146232282,146236798,146237091,146233386,146236856,146234812,146234133,146233511,146232027,146237636,146236426,146233144,146232806,146234243"
44595,"146250569,146251697,146248699,146250404,146251709,146248334,146252877,146253042,146249376,146248320,146249331,146251151,146250773,146248431,146249727,146252561,146250107,146252588,146251409,146250221,146251605,146250022,146248391,146248779,146252410,146248828,146253134,146249908,146250311,146253899,146248212,146249840,146248384,146249730,146250048,146253574,146248410,146248273,146249416,146248741,146249163,146249077,146250380,146249895,146250254,146251283,146252640,146248156,146248702,146248993,146253120,146253519,146248784,146250540,146248583,146251222,146248707,146253282,146250401,146248243,146249591,146252911,146249098,146251891,146249874,146253333,146249501,146253993,146248522,146251496,146249626,146249951,146248399,146250234,146249436,146253624,146248451,146248442,146249750,146251152,146254173,146249978,146249212,146250017,146253014,146250236,146250787,146251524,146249893,146248226,146248311,146248197,146250737,146249681,146249984,146251939,146250905,146249733,146249972,146248286,146248922,146251640,146252060,146250436,146249947,146249181,146253817,146248647,146252112,146252840,146250114,146249479,146249726,146249732,146249300,146249888,146248427,146249265,146249086,146253119,146249791,146248428,146250563,146250274,146249022,146251402,146249963,146253628,146252608,146248266,146250271,146251087,146248252,146249875,146251447,146249734,146248885,146249743,146249287,146250014,146248663,146252928,146250965,146250846,146248235,146249863,146253823,146252246,146254121,146252856,146250218,146248905,146253602,146250916,146253256,146252682,146251346,146252905,146248193,146249666,146253812,146252723,146249672,146250063,146253353,146251047,146248400,146250582,146251395,146249497,146249418,146250335,146248402,146251886,146249414,146249279,146251506,146250121,146252906,146248860,146249806,146248426,146249343,146249390,146252727,146250433"
