cycle,pedigree_IDs
44550,"146090314,146086416,146086645,146087848,146087648,146087084,146085025,146086585,146085495,146085610,146084568,146090335,146086385,146084976,146089108,146085466,146085044,146085299,146087015,146086113,146086166,146085124,146086923,146086924,146086807,146089198,146085498,146089838,146087197,146089151,146088903,146086204,146087322,146085546,146089289,146088262,146085750,146085749,146090468,146086695,146086168,146088440,146086875,146084980,146086056,146084657,146086303,146086893,146086616,146085989,146085651,146086189,146085579,146084849,146086915,146085130,146089276,146086184,146087571,146086278,146085719,146089681,146085923,146085297,146085094,146090369,146084893,146088424,146088786,146085831,146084857,146085565,146085457,146086769,146090363,146084984,146090526,146085813,146087378,146085375,146085921,146090603,146086438,146086103,146086688,146086542,146087622,146089455,146085265,146086235,146085733,146084874,146085993,146088291,146086286,146085905,146090164,146085105,146085876,146086964,146086743,146086977,146085494,146087681,146087124,146085966,146085541,146086018,146086060,146084726,146087734,146086920,146088294,146086341,146086172,146086251,146085727,146088625,146086181,146086945,146089853,146087919,146088287,146084575,146086841,146087750,146089998,146085929,146086089,146085109,146084655,146089466,146090199,146086985,146090606,146088421,146090250,146090221,146085952,146084835,146084936,146085120,146088157,146084812,146086599,146087664,146086161,146085067,146090057,146086457,146085997,146087546,146086077,146088243,146089322,146085174,146086638,146084970,146086840,146085947,146087265,146084728,146084623,146087642,146086411,146089538,146087905,146090126,146086076,146085434,146089571,146087370,146086763,146085429,146085425,146085790,146089938,146085097,146087634,146086611,146085707,146086846,146086206"
44555,"146105453,146102260,146100541,146102541,146105767,146105006,146102008,146106417,146101178,146105053,146101489,146105176,146105477,146105193,146104252,146105791,146106306,146105008,146102320,146105369,146106069,146106569,146105130,146105129,146102640,146102123,146106573,146104503,146105339,146106225,146104869,146101904,146105204,146104666,146106526,146105007,146102739,146106229,146105390,146104741,146102207,146105356,146105627,146103391,146104654,146101038,146104107,146101985,146106263,146104759,146105066,146106597,146106253,146106400,146104598,146100933,146101447,146105166,146105057,146105296,146100516,146106027,146104919,146104649,146105939,146104942,146104434,146104966,146100809,146102644,146104226,146105126,146105301,146103900,146102269,146105289,146105050,146104317,146101045,146105184,146105071,146103599,146104705,146104712,146101602,146100365,146105311,146102903,146105077,146105100,146100498,146104490,146102777,146106100,146102683,146105159,146103922,146105954,146106093,146100349,146104309,146106479,146104972,146104633,146100951,146104689,146104074,146100749,146105881,146104100,146102869,146100950,146100661,146101225,146102375,146103327,146101186,146105929,146104881,146102524,146105321,146104744,146105625,146103683,146104415,146104333,146105085,146104272,146105095,146105545,146104419,146104205,146105871,146103904,146105667,146106184,146102319,146102599,146106205,146102124,146100683,146105813,146102093,146103824,146101563,146105418,146105575,146104559,146104980,146104392,146100748,146105351,146104884,146101110,146104263,146105988,146104095,146105341,146106033,146103463,146102939,146101332,146103148,146100369,146104624,146105392,146102962,146100767,146102567,146104432,146105039,146104926,146106468,146101880,146105399,146105497,146103373,146106364,146105229,146104643,146106389,146105890,146104989,146105317,146103039,146105564,146103185,146104416,146106273,146101421,146106311"
44560,"146122247,146119273,146122445,146117467,146120640,146117131,146121555,146124665,146117957,146120748,146118790,146120252,146118614,146124739,146117250,146124529,146118404,146122085,146119299,146123818,146119771,146123922,146121439,146122454,146118022,146121778,146117978,146123249,146123482,146120455,146119518,146120412,146124693,146119443,146123949,146120168,146122863,146117863,146124452,146117328,146120631,146117091,146123948,146118334,146119116,146123890,146120875,146119162,146124090,146122224,146121314,146121787,146117314,146121312,146121041,146117247,146119658,146119167,146118709,146118656,146120895,146117249,146117361,146124623,146120990,146123143,146118205,146123087,146120435,146118015,146117242,146118507,146117682,146122803,146122815,146120384,146118633,146120291,146122100,146123166,146117256,146120870,146121179,146120502,146122589,146118625,146119175,146121607,146120332,146123362,146121417,146117465,146116935,146116983,146119808,146119683,146122847,146123016,146123967,146122687,146120659,146118130,146120621,146118081,146119024,146119246,146121109,146122679,146117676,146123850,146119537,146120403,146120306,146119183,146122447,146119508,146120245,146123497,146119470,146120042,146120991,146124670,146120668,146123558,146124123,146122440"
44565,"146136937,146140249,146138979,146137032,146136292,146137518,146136953,146135429,146137712,146135723,146136565,146136092,146134933,146139667,146136797,146134838,146136680,146135742,146136192,146136470,146137306,146138071,146136465,146137495,146136765,146136050,146137422,146136831,146134823,146136008,146139233,146136180,146136482,146138347,146135099,146135499,146140008,146135253,146137717,146137447,146138101,146136588,146138382,146140238,146138199,146136875,146137734,146136961,146137091,146136182,146139014,146137629,146136608,146138329,146135683,146136549,146137767,146134683,146135226,146135645,146136220,146136763,146138290,146136062,146139650,146140060,146139850,146136824,146135666,146135145,146138973,146135786,146136120,146135301,146140214,146136005,146136635,146135693,146138149,146140430,146135684,146138507,146137594,146139971,146138325,146135699,146136745,146135924,146139836,146140379,146135872,146134770,146135275,146136051,146135869,146136346,146134993,146134860,146138916,146136455,146135823,146139361,146137946,146134750,146138278,146139332,146138022,146137340,146138680,146139961,146136467,146135079,146136424,146136873,146135476,146136898,146137688,146136388,146135441,146138274,146136761,146139522,146136381,146139848,146137806,146135297,146139029,146136822,146136971,146135177,146136170,146136665,146135059,146140406,146135857,146136402,146136561,146136848,146137392,146134979,146135337,146135267,146139166,146139068,146134892,146135725,146137619,146134752,146139910,146134842,146135618,146138040,146135514,146139546,146136116,146135935,146139399,146138655,146136591,146137466,146139350,146136731,146138786,146136575,146137570,146134970,146135149,146134996,146136816,146138570,146135787,146137816,146136083,146139879,146135513"
44570,"146154933,146156083,146156069,146150148,146155035,146156163,146155194,146154338,146154579,146155155,146156225,146154925,146150769,146151174,146152877,146154966,146154155,146154247,146153454,146154663,146155486,146154611,146155685,146154096,146155129,146155540,146155872,146152214,146154535,146156238,146152647,146150163,146156194,146153523,146151647,146155641,146152916,146155423,146152730,146152694,146154381,146155999,146153096,146153138,146152734,146154139,146150761,146150698,146151459,146154202,146153536,146155192,146156268,146154997,146155664,146155099,146152058,146152707,146154700,146155513,146152761,146155083,146153993,146155996,146155836,146153595,146154194,146155585,146154839,146154716,146150831,146154894,146153487,146155088,146151990,146155369,146154461,146154781,146150570,146155899,146150270,146150447,146150662,146150433,146152361,146154334,146154903,146154811,146155501,146151330,146154654,146154224,146155461,146155779,146152087,146155238,146154821,146156186,146150760,146154345,146152332,146154225,146154959,146152059,146156184,146150598,146151208,146155857,146151714,146153114,146155181,146154782,146151886,146154819,146155162,146154780,146152937,146154875,146154518,146152657,146154996,146152297,146155397,146152461,146155639,146154120,146154209,146152100,146151089,146153908,146153997,146150510,146155815,146153404,146154204,146155377,146155562,146155620,146151420,146155050,146155715,146152896,146153799,146150580,146155005,146155551,146154058,146155586,146155841,146153987,146156261,146155342,146154818,146154878,146151047,146154152,146153990,146154470,146154699,146154200,146152708,146156216,146154078,146155763,146153966,146154494,146155785,146155117,146150943,146150608,146151677,146154599,146153992,146154963,146154325,146150388,146155348,146150850,146155392,146154585,146156253,146154164,146152412,146156218,146154846"
44575,"146173879,146171383,146173848,146168918,146173768,146167285,146168548,146169360,146166933,146173255,146170995,146174399,146173574,146167706,146169041,146167148,146170763,146168744,146169437,146171701,146171275,146168724,146172127,146166596,146170403,146168785,146168717,146171972,146168295,146166854,146170098,146172926,146172159,146166735,146170235,146169524,146168793,146171334,146171391,146171536,146169009,146172480,146170640,146171026,146172507,146171983,146173664,146172747,146170973,146168554,146167507,146167606,146167884,146171258,146170101,146170240,146171986,146172709,146170970,146169404,146173942,146169701,146173837,146171161,146169646,146171008,146166840,146171060,146166576,146173299,146167482,146169601,146170728,146174396,146173654,146168342,146174186,146170227,146168182,146171819,146173517,146170133,146173363,146173550,146170671,146169682,146170550,146169481,146166994,146167266,146172596,146167484,146169913,146167643,146166728,146168051,146168315,146167239,146167623,146169349,146174265,146167959,146169429,146171096,146168979,146169652,146170984,146168054,146172561,146169941,146168152,146173719,146169640,146173557,146171207,146171672,146168138,146173804,146171931,146172833,146171544,146173828,146169124,146170500,146174127,146166568,146168815,146172203,146172724,146173753"
44580,"146189245,146187057,146186294,146188071,146185919,146191002,146191033,146186446,146186516,146189596,146186999,146187721,146185485,146189144,146187070,146185375,146188951,146185339,146189592,146188961,146186319,146187814,146190310,146185361,146186199,146187925,146190424,146188308,146186037,146187556,146185469,146185379,146185105,146186587,146187127,146191105,146186838,146185668,146186264,146187352,146187581,146186398,146187406,146188102,146186375,146186083,146186376,146184867,146188236,146187677,146184948,146185127,146186065,146190885,146186432,146187412,146190970,146186764,146187263,146184777,146185851,146184775,146185694,146184879,146189000,146186165,146185092,146186184,146185909,146185006,146188002,146188158,146188214,146186570,146188104,146185495,146189969,146189304,146186734,146186062,146187004,146190765,146189830,146187594,146185671,146185349,146186595,146188151,146184798,146186096,146187360,146185157,146185448,146186805,146185665,146188381,146188504,146185703,146187107,146184933,146187764,146184890,146186735,146186779,146187136,146189804,146185939,146191211,146188999,146186959,146187232,146187696,146185313,146187355,146185808,146186836,146189684,146185490,146185834,146187700,146190376,146187306,146187161,146188327,146187673,146186133,146185768,146185075,146186658,146189816,146187371,146185429,146189390,146185554,146190782,146185940,146190269,146186394,146186333,146188642,146189483,146186699,146185035,146186668,146185914,146189492,146187424,146189214,146189667,146186189,146187817,146188216,146184905,146185411,146186711,146187058,146187099,146187805,146185393,146185202,146186717,146190992,146184994,146185913,146185820,146185890,146186954,146187397,146190313,146190238,146186128,146185523,146184895,146186034,146188831,146187001,146184856,146185799,146190213,146190574,146188162,146186596,146188649,146190035,146190329,146186696,146186190,146186073,146189940,146187615,146189330,146185699,146185649,146187135"
44585,"146206578,146204490,146207250,146207716,146203375,146204831,146207475,146207484,146207671,146207009,146206132,146206229,146206079,146206503,146207420,146207986,146203380,146207039,146202573,146204033,146207531,146204747,146204988,146207299,146202578,146207195,146204371,146206127,146204171,146204613,146206301,146205394,146202324,146206525,146207690,146207757,146207586,146206687,146207727,146207465,146206753,146206509,146207754,146204631,146203219,146206668,146204785,146206416,146202738,146206632,146206732,146204583,146204941,146207750,146205942,146207860,146205958,146202516,146207266,146206444,146205453,146203250,146206915,146207535,146203977,146202027,146207238,146207631,146207450,146204630,146207834,146205988,146204237,146205535,146206089,146207670,146206821,146204627,146201824,146207609,146207974,146204357,146205386,146205333,146207753,146202571,146205533,146205815,146203530,146205627,146207452,146207669,146205452,146205972,146207156,146202734,146206142,146206311,146206691,146206548,146204834,146207361,146205630,146207021,146205960,146207865,146205351,146205841,146207362,146207642,146204113,146207404,146207864,146207215,146206042,146207007,146207376,146205567,146207024,146203690,146202121,146205855,146206460,146204773,146205877,146203769,146201767,146205675,146203382,146201792,146206726,146206176,146207200,146206333,146207280,146203459,146207462,146206378,146204485,146207091,146207712,146206767,146207339,146205924,146207621,146207624,146205745,146206717,146202599,146207615,146206819,146206258,146202974,146205641,146206536,146206007,146205974,146206785,146205904,146203123,146201966,146207991,146207185,146205758,146201702,146207163,146207104,146205385,146207840,146207330,146207587,146205979,146206484,146206058,146207350,146202993,146205929,146203221,146202210,146205779,146207438,146206023,146207320,146205662,146206107,146205489,146206553,146201683,146207305,146201989,146205853,146204442,146206218"
44590,"146221553,146220253,146225195,146220278,146225161,146225250,146219618,146222712,146219454,146221737,146224028,146221513,146224272,146218369,146222906,146219008,146223753,146221255,146224790,146221467,146223926,146223231,146218858,146223243,146222100,146220783,146218764,146218167,146220761,146219681,146222948,146221791,146223334,146224892,146225390,146219072,146222109,146225560,146219775,146220585,146220740,146224074,146218494,146220672,146224125,146219436,146219517,146223019,146219027,146222048,146223131,146218401,146220530,146218633,146218431,146220605,146225110,146224498,146221691,146223342,146223228,146224167,146225067,146219125,146223852,146224867,146218857,146218510,146225485,146225441,146223310,146224943,146222716,146223868,146223059,146224670,146220999,146223333,146220209,146221029,146219982,146221377,146222282,146225650,146225289,146225310,146222387,146220557,146225274,146218287,146218507,146224754,146225291,146225077,146220059,146224238,146219706,146224517,146218912,146219311,146220217,146221712,146224777,146224247,146221322,146225166,146220140,146221979,146219843,146225045,146220403,146220969,146219212,146218536,146223720,146220830,146219133,146218657,146222817,146225051,146220245,146224861,146225653"
44595,"146236057,146237732,146236530,146236480,146240802,146236902,146240961,146235617,146237047,146238232,146239197,146236514,146237726,146235565,146239680,146237336,146236146,146238244,146239789,146237727,146237074,146238460,146235481,146241079,146241387,146236917,146237920,146237843,146236002,146241298,146235507,146236367,146235686,146236134,146235460,146239542,146237409,146237568,146236710,146236763,146237198,146240795,146240889,146237212,146239939,146239595,146236434,146238130,146236656,146240021,146236720,146236341,146235934,146236122,146240765,146237853,146239449,146236313,146240993,146235560,146235666,146235692,146241227,146236270,146235817,146237804,146235669,146236969,146237746,146238380,146236236,146237970,146236104,146239990,146236355,146240927,146240754,146235915,146236154,146237236,146239295,146238421,146238737,146238720,146239948,146240040,146236047,146236309,146236954,146237411,146236224,146240413,146239697,146241473,146235835,146237895,146236473,146235582,146236076,146237740,146236064,146235425,146239490,146235718,146237491,146238300,146239604,146238182,146235671,146238612,146236461,146239333,146238326,146236003,146240325,146241447,146236476,146236257,146235885,146240465,146237614,146236031,146237001,146235850,146237207,146237162,146236803,146236730,146236303,146237341,146238136,146236088,146236509,146240975,146236800,146235480,146236135,146238435,146237737,146241165,146237176,146237017,146235983,146236423,146238415,146236999,146236588,146236584,146241078,146237318,146235566,146236664,146236097,146240264,146237634,146236634,146237225,146237371,146236595,146236785,146236191,146238165,146237798,146236928,146237771,146238163,146240558,146237545,146236828,146235511,146238735,146239926,146236698,146236211,146237742,146237044,146235625,146237916,146235470,146237476,146235802,146241089"
