cycle,pedigree_IDs
44550,"146187554,146188028,146190703,146187183,146186549,146187467,146187042,146187838,146190786,146186451,146188390,146187536,146187672,146186788,146187430,146188054,146188620,146187820,146186368,146187279,146191025,146190488,146187396,146186615,146187654,146187616,146188509,146187830,146187474,146188588,146191190,146186868,146191197,146190513,146187621,146187817,146188222,146186924,146186426,146187961,146190403,146188594,146188404,146187197,146189196,146191021,146190476,146186562,146186638,146187118,146190771,146186593,146186697,146186555,146186525,146187781,146188369,146189621,146188892,146187730,146187618,146188616,146187155,146188059,146186572,146187151,146190345,146189334,146191807,146187605,146191836,146188464,146187638,146188352,146187461,146187952,146189348,146187943,146187068,146190632,146188174,146186913,146186376,146187181,146186747,146190580,146191527,146186793,146187489,146188487,146186476,146189588,146188469,146191538,146189329,146191064,146188749,146186361,146187540,146186362,146186684,146186342,146188505,146187473,146188380,146191428,146191852,146187190,146191724,146186796,146191184,146192104,146189596,146190641,146191439,146187254,146191360,146190634,146187999,146189896,146188386,146187603,146188257,146187334,146188513,146189147,146187823,146187662,146189554,146188216,146186428,146188211,146187514,146188127,146191215,146186829,146189690,146192096,146187311,146187136,146189139,146186354,146190966,146187460,146189403,146187307,146186874,146188512,146188163,146186639,146188113,146186465,146188391,146191015,146188131,146188068,146187695,146186430,146186373,146188072,146189731,146187975,146187684,146187036,146186876,146186349,146188312,146188496,146186795,146186701,146186405,146189092,146188112,146189389,146188878,146186677,146188042,146186993"
44555,"146204505,146205707,146206007,146202983,146207217,146206992,146206580,146207610,146206478,146206743,146202575,146206046,146203453,146207202,146205719,146207105,146207682,146204241,146207601,146206809,146207009,146207802,146204898,146207835,146204166,146207884,146205881,146205697,146207017,146207987,146206323,146203378,146205565,146207600,146202194,146205722,146203265,146203688,146206431,146207338,146205407,146206627,146204455,146206771,146204686,146206040,146207525,146206898,146207124,146205899,146205922,146205819,146206374,146201926,146202293,146206065,146206416,146206299,146206368,146205636,146207665,146206265,146205824,146206719,146206373,146204416,146205902,146203208,146206749,146207304,146204453,146204548,146206978,146207416,146204321,146206230,146207860,146206321,146207026,146207142,146203901,146204895,146207441,146206572,146204221,146206288,146204465,146206712,146205932,146204602,146207436,146203283,146207533,146204769,146207302,146207127,146206846,146206855,146207859,146206789,146205834,146204374,146207077,146207621,146206705,146206434,146206503,146202663,146201881,146206210,146207060,146203535,146207175,146207392,146206193,146205512,146207867,146205661,146204894,146207360,146205154,146207444,146205226,146206667,146206804,146207402,146207136,146205837,146204327,146201983,146207536,146203514,146204881,146206132,146206832,146206859,146204139,146206482,146202261,146207943,146207559,146207590,146204896,146206819,146207242,146202326,146202244,146207098,146206805,146207320,146207167,146204217,146205767,146205603,146206547,146202949,146203267,146201978,146207252,146206890,146205241,146205773,146202915,146203228,146205709,146206251,146207744,146208030,146206394,146204087,146206470,146205610,146206120,146204210,146206788,146206414,146204616,146207557,146201823,146202164,146207477,146205212,146208023,146207694,146204764,146206088"
44560,"146222153,146221352,146224606,146224932,146218142,146218702,146218938,146220222,146225064,146224579,146220701,146223187,146224492,146221089,146220368,146218285,146221071,146223757,146222171,146218680,146225312,146218305,146224363,146221976,146224000,146223703,146225491,146222973,146224812,146222592,146222175,146220002,146219762,146223861,146219799,146222260,146222863,146224031,146225261,146224402,146221132,146224833,146224262,146220968,146223692,146224489,146222232,146223997,146218967,146222824,146219339,146220164,146218413,146224696,146220503,146223516,146222767,146219876,146219168,146221011,146218199,146219109,146222649,146220896,146220801,146224320,146224350,146222211,146222580,146220050,146219796,146223751,146219060,146224853,146225211,146222384,146222436,146222414,146221348,146219459,146223038,146219942,146219548,146221024,146223606,146224850,146224384,146220986,146220818,146220417,146218503,146221124,146224657,146224883,146225284,146223951,146218965,146223805,146223356,146222818,146218699,146225189,146220932,146223558,146223552,146221482,146221792,146223660,146222417,146221611,146218934,146223616,146225232,146220123,146219230,146221307,146218121,146220278,146223120,146222598,146223338,146222288,146225362,146219056,146221687"
44565,"146237707,146236770,146237149,146235930,146239964,146236950,146235908,146241667,146237584,146238007,146236017,146237809,146240968,146235809,146236849,146237166,146235579,146236695,146237335,146236120,146236948,146237684,146237882,146236795,146236936,146238921,146238815,146238354,146235776,146236854,146239307,146237150,146238012,146238588,146241359,146237278,146239377,146236857,146236990,146238855,146238551,146235759,146237332,146240192,146237503,146241341,146236242,146241467,146236846,146235689,146237921,146237300,146238019,146240617,146239533,146237432,146238406,146240209,146236221,146240381,146236272,146238063,146237591,146240734,146236325,146237358,146235965,146236067,146236644,146237200,146237674,146235843,146237264,146236872,146240340,146237376,146236127,146236261,146240410,146237765,146239060,146235635,146241144,146241371,146237466,146237988,146237716,146236797,146237137,146238120,146237033,146239276,146236763,146236359,146237530,146240090,146237678,146236610,146237247,146236293,146235887,146238807,146236385,146236839,146239720,146240252,146239004,146241785,146236565,146235490,146236011,146237677,146237811,146238475,146236599,146236352,146239348,146241056,146237734,146236825,146237888,146240795,146236284,146237027,146240082,146237343,146237393,146236708,146237014,146235736,146237805,146235854,146236361,146237701,146240980,146236329,146238192,146236673,146237168,146235582,146236782,146236699,146240014,146241147,146237088,146241138,146235829,146235907,146238283,146235492,146238016,146240488,146237144,146237366,146236474,146237993,146237952,146236438,146235619,146236052,146237885,146239042,146238142,146239958,146235506,146236149,146237185,146235651,146236955,146240812,146241477,146236098,146235973,146237915,146238684,146236533,146236976,146240130,146236082,146238826,146237022,146237313,146237894,146238238,146236375,146237074,146235880,146241009"
44570,"146257900,146254570,146256202,146254220,146254910,146257559,146257183,146257353,146257538,146257132,146257876,146253069,146257315,146257690,146255926,146257182,146257557,146255556,146257512,146256393,146257176,146256733,146255983,146255824,146252663,146253510,146257264,146257826,146254525,146256519,146253064,146255882,146252521,146256301,146257364,146257321,146257716,146256193,146252372,146256580,146257731,146255428,146256589,146257830,146257407,146257046,146256997,146252161,146252885,146253793,146254406,146257702,146256465,146256965,146255892,146256023,146256566,146257853,146256438,146253173,146256804,146257723,146257033,146256238,146257945,146255550,146255267,146256550,146256474,146255960,146256564,146251777,146252138,146257005,146253818,146255848,146253897,146255788,146257260,146256334,146253831,146255762,146257902,146257134,146253617,146252987,146254056,146256344,146257135,146253451,146257381,146256350,146256563,146257155,146257745,146256387,146256385,146253463,146255940,146252792,146256119,146256348,146257672,146256636,146252681,146255985,146254507,146252994,146255043,146255953,146254445,146257758,146256912,146257571,146257660,146255093,146257911,146253354,146256619,146255414,146252148,146257675,146255489,146253172,146256540,146253537,146256944,146256764,146255484,146257300,146255386,146253986,146252947,146252931,146256034,146257667,146256316,146257303,146255786,146253651,146252734,146255626,146252505,146257767,146257908,146255796,146255929,146257252,146255259,146252366,146257662,146256837,146256560,146254269,146256757,146252897,146251917,146256112,146257686,146256894,146257253,146257682,146256016,146256293,146252506,146254079,146256813,146256345,146256780,146256537,146257849,146255581,146252379,146256728,146255710,146254598,146255901,146253168,146256562,146255547,146253650,146257337,146257905,146256890"
44575,"146270924,146272824,146274855,146272981,146274740,146268307,146271847,146270377,146274226,146270205,146273102,146271221,146273812,146273389,146269815,146268490,146271508,146273003,146270931,146268098,146272427,146271786,146269304,146274955,146273430,146268604,146273676,146269565,146272615,146273660,146269347,146271126,146274807,146274108,146272880,146272474,146270285,146269063,146273121,146268442,146270774,146267722,146269200,146272941,146271912,146269067,146268781,146270841,146272617,146268392,146268989,146271726,146270776,146270656,146271748,146273665,146271144,146271804,146274890,146274907,146274139,146269481,146272983,146269903,146268194,146272936,146271731,146269703,146271445,146271178,146270677,146268402,146271401,146274750,146269996,146269875,146269455,146270972,146269802,146271293,146270264,146269212,146269641,146267799,146269892,146270751,146269704,146271926,146268812,146270952,146272694,146272475,146272707,146270510,146274093,146272461,146271013,146271606,146274669,146273971,146270000,146267872,146269881,146271139,146268500,146273050,146274220,146274233,146272332,146270351,146268251,146274967,146274488,146269664,146273398,146270003,146271920,146271027,146275076,146268014,146269425,146273136,146268878,146267994,146270522,146274386,146272148"
44580,"146287698,146285934,146291976,146287707,146288098,146286484,146289321,146287982,146287843,146289009,146287190,146287643,146291247,146288044,146286118,146289356,146289182,146287673,146290796,146289627,146287348,146286430,146288080,146285793,146285664,146287327,146286446,146289763,146286463,146288002,146289453,146285761,146286799,146286943,146287830,146291504,146288196,146286341,146286098,146286309,146287502,146285814,146285702,146287444,146286216,146291988,146286403,146286749,146286704,146289611,146289342,146291953,146285623,146289322,146286041,146288871,146287336,146291856,146287011,146288685,146290887,146291324,146287526,146286643,146290206,146287036,146287666,146287262,146286217,146287787,146288320,146286910,146285565,146290649,146288695,146289048,146286925,146290243,146290372,146289738,146289741,146286548,146286571,146287343,146287212,146287369,146285558,146288801,146285845,146286398,146286647,146286007,146287660,146286470,146286196,146290148,146287893,146288520,146286316,146287811,146289166,146285804,146287740,146286818,146286815,146287874,146291598,146287158,146287246,146287719,146289667,146290118,146288951,146287359,146286510,146289433,146285609,146285670,146287173,146286416,146287326,146287365,146287263,146287900,146286958,146291382,146287795,146289456,146291214,146287434,146287781,146287295,146289684,146287142,146286782,146286407,146290275,146288667,146287100,146287638,146287320,146291774,146286691,146286206,146286129,146288712,146286941,146290342,146285661,146286750,146288188,146286168,146287077,146290609,146286573,146286668,146285829,146285723,146291708,146287706,146286203,146290290,146289807,146287315,146289580,146289301,146285881,146287808,146291171,146289339,146286558,146291735,146285762,146285959,146287822,146287165,146287677,146290904,146287661,146287220,146287424,146291630,146286983,146288658,146288513,146286764,146288729,146285947,146288428,146290503"
44585,"146302455,146306995,146303125,146307422,146303654,146302290,146304394,146306533,146303690,146302305,146307650,146305084,146306682,146308144,146305250,146305783,146307922,146306741,146304531,146306122,146303319,146302129,146304643,146303770,146308026,146306847,146307948,146305759,146306824,146307254,146304162,146306300,146306496,146302742,146307209,146307017,146307478,146306136,146307317,146307388,146308216,146303530,146307184,146307743,146303459,146306856,146307127,146303869,146306376,146307674,146303222,146306162,146302684,146302479,146306106,146306772,146306184,146307138,146306963,146308197,146303778,146305567,146306466,146306805,146302765,146307200,146302754,146306802,146303000,146305975,146302907,146307335,146302879,146307913,146306774,146306454,146305280,146303016,146306420,146307421,146306996,146304712,146305852,146307649,146305439,146302473,146307908,146303339,146307601,146308141,146307955,146305117,146307943,146306513,146302767,146306979,146307109,146307432,146308217,146302908,146307982,146307857,146303854,146306663,146305557,146306782,146306884,146306746,146306799,146305558,146305935,146306015,146308192,146307163,146305022,146307136,146306236,146306810,146308181,146306480,146305024,146302355,146306904,146306971,146302747,146304766,146307502,146303838,146302835,146307373,146307887,146307429,146303737,146303131,146305772,146306562,146306531,146306040,146306779,146303551,146307836,146307302,146303776,146307726,146306555,146302147,146307652,146305524,146306826,146302286,146306153,146306915,146303859,146303599,146305420,146304474,146307350,146307575,146305349,146303865,146307165,146307464,146306254,146307655,146306438,146306239,146302883,146307025,146303515,146306845,146305517,146304932,146302337,146304934,146302962,146306430,146306559,146306790,146306206,146307671,146302202,146307611,146306349,146306484,146306036,146306676,146306482,146307918,146306580"
44590,"146319881,146322745,146322830,146320501,146323452,146321735,146319761,146321952,146322251,146318570,146323933,146323044,146323638,146320667,146322896,146322153,146322624,146318940,146324094,146320778,146324228,146320065,146323769,146324258,146319820,146320226,146321546,146318402,146324082,146324617,146321829,146324223,146323935,146323033,146321949,146324560,146320553,146321449,146321109,146319940,146321341,146322578,146324027,146322042,146324264,146322156,146319015,146324667,146321467,146318554,146319373,146320891,146324494,146321721,146325224,146320550,146323120,146324852,146320467,146322892,146318334,146321455,146322062,146323729,146322272,146320749,146320292,146323512,146320366,146321846,146319200,146321790,146320991,146320413,146319428,146318942,146321610,146324245,146319306,146323245,146322927,146319736,146325302,146319514,146322823,146322068,146319123,146319104,146319277,146321209,146320093,146325422,146324180,146321345,146322783,146324332,146324965,146322509,146321008,146325216,146318718,146324336,146320118,146320143,146319938,146320625,146324460,146320774,146323069,146322946,146319592,146320818,146324399,146319756,146320211,146323696,146319979,146324226"
44595,"146337481,146334996,146337317,146335990,146336613,146335737,146337057,146337023,146336950,146335112,146335913,146338156,146335864,146341175,146337904,146336652,146335315,146337376,146337648,146340098,146341156,146340405,146336125,146335587,146338664,146336392,146337355,146339687,146335732,146335634,146335101,146338997,146336781,146340152,146335317,146336249,146335054,146336053,146335129,146335769,146341000,146337007,146338936,146335573,146336986,146338763,146336759,146335643,146340430,146336642,146336407,146336447,146335504,146339740,146336854,146336467,146339152,146336391,146336801,146335598,146337065,146336960,146337838,146336236,146335200,146340040,146335444,146335427,146337104,146335928,146336010,146340223,146336963,146337170,146340703,146335684,146336959,146336153,146337630,146336306,146337411,146337002,146340753,146336775,146337154,146337242,146338528,146340345,146335300,146336176,146340089,146337268,146336597,146337934,146340353,146336834,146337984,146336778,146338356,146335019,146335624,146335842,146338713,146338912,146337162,146335802,146337556,146336309,146336279,146337438,146335939,146335136,146337396,146335885,146336479,146340006,146340336,146336310,146336886,146336077,146336551,146338848,146339257,146335714,146335683,146337338,146336954,146341139,146335806,146339737,146335285,146335174,146341071,146335899,146338747,146335416,146339754,146340944,146335218,146335548,146335858,146340580,146335874,146335660,146336573,146335094,146335669,146335804,146335852,146335393,146336233,146336811,146339014,146337412,146339942,146340606,146337985,146335551,146338369,146336159,146336952,146338742,146337315,146336435,146340127,146337073,146338414,146336617,146338887,146336442,146338236,146339844,146338240,146335254,146335532,146338661,146335000,146335533,146336977,146337112,146336741,146339370,146335909,146339409,146334952,146335167,146338494,146339071,146336184"
