cycle,pedigree_IDs
44550,"146162619,146157720,146160398,146158488,146158076,146158297,146156138,146160229,146158192,146161340,146156967,146162040,146156329,146158596,146156984,146156356,146156278,146158290,146160359,146156334,146159297,146158705,146159285,146158406,146157474,146157733,146157558,146157028,146158388,146162064,146161747,146158640,146158950,146158259,146158487,146156428,146158366,146156622,146156805,146161108,146156776,146159564,146156769,146157860,146156920,146159205,146156119,146156256,146162341,146156778,146159404,146158005,146156206,146156229,146157358,146160103,146161845,146159705,146159727,146157208,146162208,146156158,146159641,146161428,146157198,146159526,146161837,146159970,146158119,146160011,146158124,146157136,146157286,146156497,146156576,146158110,146158094,146157275,146156842,146158650,146159743,146159256,146158591,146159462,146160707,146156157,146161802,146160548,146156503,146156132,146162280,146159439,146160070,146159192,146160183,146160499,146156311,146156185,146156461,146157608,146157741,146156120,146157349,146158601,146157238,146159826,146162228,146161132,146159093,146157712,146160880,146160009,146159157,146156709,146161653,146160155,146157749,146156626,146160313,146157077,146162568,146157855,146158439,146157907,146158183,146156690,146156451,146156248,146161346,146156726,146159703,146156524,146157742,146162340,146156313,146156568,146158656,146156135,146161137,146161929,146162261,146161812,146161887,146160681,146160536,146158465,146160440,146161779,146156287,146158411,146158332,146157040,146158736,146157251,146156662,146158540,146161761,146157864,146158634,146157447,146158719,146157011,146156307,146158587,146158362,146156766,146156396,146161324,146160201,146161412,146159376,146158126,146159959,146162251,146158195,146156812,146157797,146156200,146162304,146157386,146158965,146159848,146162678,146157343,146162525,146157912,146156825,146160388,146158203,146161107,146161799,146162358,146158764,146158175,146157582,146162051"
44555,"146179024,146176115,146179144,146177240,146178817,146173766,146175182,146178441,146177335,146176778,146173561,146175937,146174803,146179219,146174706,146178093,146178251,146175571,146178225,146178730,146177388,146174085,146177270,146177254,146178954,146174902,146173499,146178539,146174951,146175494,146179113,146178073,146173733,146179191,146176433,146178149,146176401,146177845,146175952,146178555,146177812,146174075,146179026,146177043,146179199,146178910,146175858,146178194,146177768,146176483,146178155,146177945,146175512,146176524,146178500,146177247,146177019,146177924,146178515,146178413,146173589,146178504,146176893,146174988,146176902,146177406,146178611,146174384,146176308,146177652,146178100,146176098,146173280,146174131,146177246,146178347,146178477,146178717,146177102,146178583,146177699,146174010,146178246,146177471,146174883,146177024,146178349,146173912,146177473,146174407,146177184,146174070,146174281,146179195,146175745,146178608,146178249,146177500,146175425,146177930,146178252,146179130,146175941,146178235,146177805,146178309,146178813,146177338,146177467,146174359,146177174,146174741,146178031,146173801,146177315,146178734,146174984,146177555,146179156,146177129,146177988,146177359,146178008,146178927,146177070,146178420,146178146,146174053,146177216,146176264,146178122,146177130,146178563,146177340,146176840,146177279,146174028,146174250,146178492,146179216,146174339,146177204,146178649,146178025,146177957,146176166,146177851,146177782,146179014,146174292,146175604,146178582,146173587,146173516,146175127,146177164,146177020,146175585,146178430,146177695,146178999,146177514,146179202,146178604,146177211,146177243,146177898,146177665,146177533,146178864,146177954,146177705,146175521,146176409,146178776,146178584,146178635,146178406,146178949,146178444,146174345"
44560,"146189830,146189597,146195526,146195346,146194862,146190641,146193303,146190550,146193591,146191544,146195897,146195048,146192283,146189321,146195040,146190439,146189820,146190605,146190377,146192662,146193987,146193348,146193137,146189740,146194007,146192243,146194086,146195309,146193622,146190671,146192575,146191884,146195795,146191614,146190227,146192964,146196059,146194879,146194371,146191403,146196308,146189410,146191178,146194988,146193514,146195324,146194448,146192293,146189813,146189429,146195559,146191867,146190443,146194590,146190123,146194200,146194159,146190546,146189890,146194479,146192139,146191718,146192376,146189854,146195492,146195233,146192929,146193007,146190634,146192432,146193410,146190243,146190549,146191682,146191027,146192257,146194821,146189342,146194727,146193375,146195939,146189975,146192856,146194260,146191172,146193933,146189593,146189645,146192926,146189548,146193351,146194933,146190781,146194067,146190883,146196196,146195894,146191224,146194100,146191427,146189955,146189339,146190395,146189235,146192638,146192324,146196104,146191548,146195265,146192103,146196339,146193464,146191483,146193812,146193899,146191623,146196064,146194074,146190068,146193504,146191377,146193388"
44565,"146206191,146211433,146207132,146211842,146208222,146206048,146208118,146206358,146208455,146208424,146208952,146206679,146206567,146206952,146210484,146207406,146209603,146206511,146207206,146208703,146207576,146207211,146207890,146209330,146207464,146209669,146209067,146208098,146208596,146208050,146206690,146208689,146206861,146209854,146208323,146210692,146209752,146209647,146207959,146208013,146207902,146207360,146206577,146208185,146207650,146207935,146207793,146211267,146207093,146208169,146210395,146207844,146209789,146207687,146206906,146207955,146208178,146206162,146211350,146207441,146211681,146210847,146207669,146207698,146207384,146206502,146208094,146206604,146206895,146207724,146207694,146208487,146210376,146206684,146209953,146207745,146207898,146207659,146206305,146208119,146206262,146206868,146209870,146208063,146207016,146206509,146210812,146206619,146208300,146208262,146210831,146206240,146209886,146206271,146206071,146207022,146207357,146207564,146210905,146206736,146206793,146211198,146207369,146207372,146209980,146207532,146209147,146207886,146208773,146210780,146207085,146207777,146207998,146207689,146207908,146209397,146208190,146208783,146211173,146208802,146207772,146207276,146206414,146209114,146207815,146207029,146207768,146209996,146206304,146208015,146208808,146207652,146207977,146206076,146209470,146211291,146209139,146208270,146206140,146206903,146210108,146211323,146209958,146207122,146206983,146206910,146211136,146206241,146207771,146206879,146206006,146206530,146211249,146210089,146210806,146209937,146206457,146206643,146209020,146208290,146207918,146206322,146205996,146206857,146210150,146210155,146206634,146206538,146210915,146206946,146209328,146211680,146205952,146207030,146208692,146206746,146209755,146207181,146208667,146206441,146211123,146207028"
44570,"146222089,146225780,146224323,146225745,146225921,146227018,146227448,146227857,146225714,146225876,146225075,146225782,146223334,146226022,146226142,146227227,146225930,146224351,146227935,146226774,146222964,146226821,146224465,146227278,146224451,146225662,146222154,146224813,146227752,146227692,146227904,146221904,146221908,146222531,146225895,146227967,146222579,146227056,146226522,146226802,146227148,146223733,146226186,146226510,146227435,146225594,146227088,146226402,146223781,146226296,146222970,146227391,146226713,146222504,146224782,146224310,146227687,146222647,146225632,146225802,146221870,146227275,146225801,146221883,146226307,146226413,146226116,146225586,146223642,146225962,146227394,146226658,146222046,146226107,146226162,146227123,146227633,146226983,146226815,146226889,146227627,146227795,146227082,146224568,146226796,146225952,146221977,146227415,146226151,146227110,146224013,146227343,146226177,146225341,146226611,146226555,146225094,146222813,146226742,146222166,146226760,146225638,146227763,146227331,146224167,146225435,146225496,146222965,146225789,146226228,146222478,146226072,146227442,146224763,146225177,146224538,146226286,146223858,146223772,146223260,146222644,146227062,146227269,146224751,146225898,146226093,146227765,146222083,146223217,146223338,146226677,146223478,146223092,146222394,146225124,146227983,146226854,146225656,146225202,146226122,146226089,146226605,146223512,146227648,146225360,146226653,146223037,146227575,146224860,146227152,146223020,146227852,146226012,146227273,146226383,146226437,146226687,146227175,146225500,146225726,146225996,146225448,146227655,146224847,146227630,146227923,146226178,146226339,146227927,146224475,146226255,146225748,146227701,146226233,146222170,146227414,146227372,146225932,146227285,146226744,146226712,146224213,146226172,146226598"
44575,"146244691,146238833,146238266,146240257,146241468,146244646,146238682,146242574,146243454,146241564,146239902,146241816,146244753,146242056,146242027,146237868,146242913,146244987,146239024,146242754,146239113,146241109,146243845,146241836,146242436,146242525,146243751,146244187,146241591,146242513,146237748,146243280,146243851,146239562,146238797,146240497,146239156,146239758,146244169,146240881,146241631,146241101,146244471,146242031,146239404,146243935,146240542,146244093,146243975,146239248,146237720,146240104,146241857,146239743,146242077,146242439,146239676,146243886,146238659,146239663,146240030,146240239,146238092,146244649,146243866,146244507,146244194,146239913,146240735,146239623,146243010,146241013,146239109,146240228,146241486,146244772,146238478,146243931,146244015,146240644,146238364,146244158,146244430,146238944,146237859,146241821,146243702,146237934,146245002,146240092,146239527,146244744,146243539,146243476,146240930,146244099,146243144,146239941,146243470,146239470,146244340,146241845,146242740,146241438,146243697,146238685,146244919,146241940,146238688,146241982,146241922,146240708,146240864,146244449,146242932,146240869,146239222,146240395,146239323,146240981"
44580,"146258723,146256536,146257919,146256364,146258504,146256910,146258082,146254279,146255118,146254370,146257948,146255261,146256874,146258455,146255985,146254558,146255367,146254866,146260242,146255336,146256316,146259432,146254340,146254311,146257597,146256202,146257971,146259741,146256172,146255574,146255897,146257832,146254361,146254767,146258542,146260089,146254958,146254242,146254555,146256546,146256332,146256065,146255078,146258952,146256063,146256588,146254729,146256487,146255077,146256741,146255144,146254886,146259821,146258783,146256357,146258786,146255518,146255224,146256717,146254322,146256041,146254335,146259733,146254544,146254583,146258436,146255145,146254615,146259282,146256217,146256108,146259461,146258606,146255834,146256320,146256383,146254381,146259136,146258210,146258612,146259114,146255061,146254482,146256498,146255958,146254861,146254548,146254936,146255967,146254862,146254638,146254831,146254780,146255953,146255444,146258295,146256380,146255098,146255645,146254380,146258474,146258249,146258692,146259558,146256684,146256282,146254834,146254944,146255018,146258277,146257366,146259251,146257137,146257399,146255907,146254346,146255895,146255152,146255932,146259098,146255886,146255863,146255438,146257314,146258195,146259258,146256094,146255744,146254304,146255586,146254783,146256338,146255486,146254379,146255054,146259296,146256118,146254954,146254606,146254412,146254844,146255353,146260110,146255710,146258555,146258461,146258008,146255864,146256376,146255155,146259386,146255785,146254363,146256537,146258890,146256335,146256494,146260159,146254820,146254476,146258660,146254857,146258704,146254668,146254424,146257870,146257696,146258609,146259856,146255264,146260177,146256337,146258338,146254717,146256567,146255110,146254948,146255162"
44585,"146275094,146274333,146275916,146271266,146271467,146274630,146273525,146272430,146274348,146275359,146271951,146274343,146274314,146273473,146275486,146274097,146273575,146270486,146274712,146275910,146269995,146270502,146274892,146270622,146273792,146272470,146274234,146274450,146272310,146275539,146271636,146273646,146271649,146274634,146274177,146273534,146271364,146271601,146274241,146272068,146275147,146275469,146273815,146272092,146273241,146271644,146270546,146275128,146275309,146271369,146270564,146275425,146271321,146274605,146273987,146270709,146273057,146271582,146275938,146275506,146271677,146271972,146272504,146274145,146273794,146273293,146273547,146273945,146271075,146275058,146274028,146273296,146272725,146274128,146273556,146273953,146271091,146275687,146271861,146275004,146272214,146275391,146274577,146270495,146274818,146272348,146275338,146271518,146269962,146275699,146270527,146275685,146270054,146273497,146273888,146274801,146274733,146275698,146274954,146274890,146274585,146275364,146274320,146274509,146272118,146273778,146275525,146274639,146274523,146273814,146275169,146274607,146274484,146275700,146274331,146274809,146270231,146270945,146275932,146273596,146270961,146273921,146270072,146274629,146273653,146272815,146275246,146271235,146275313,146274192,146275904,146272649,146273510,146275592,146275805,146274806,146275013,146271817,146270127,146273761,146271135,146273328,146273660,146274168,146272113,146274318,146274796,146274656,146271894,146273605,146274694,146274640,146275473,146273511,146271150,146273812,146275377,146275195,146270672,146275284,146275500,146270274,146273723,146275554,146273960,146274879,146275424,146271129,146273825,146273516,146274603,146274972,146275158,146273849,146274763,146274172,146273353,146274677,146275466,146270648,146273562,146275037,146275893,146270552,146271092"
44590,"146287146,146288823,146289508,146286136,146288199,146288104,146291028,146287860,146288206,146289379,146289501,146291691,146291461,146291007,146290008,146288509,146286582,146286155,146290638,146291407,146287893,146286201,146288305,146291252,146286547,146292224,146291756,146287090,146291704,146292849,146292143,146292324,146286180,146288553,146293253,146286437,146292300,146290882,146287735,146292675,146289107,146286147,146286301,146290001,146292738,146286926,146289409,146292124,146291557,146288083,146290753,146288717,146290094,146288874,146289572,146289471,146293206,146287313,146288935,146287379,146292634,146286333,146286919,146289476,146285933,146291882,146291258,146292136,146285990,146290610,146293018,146290567,146291851,146286994,146293222,146291818,146290669,146290365,146287050,146289968,146288388,146292704,146286111,146291927,146293267,146286292,146290018,146286383,146287383,146291200,146291642,146290901,146288253,146286747,146292061,146286137,146287866,146288295,146289390,146289778,146288564,146286914,146289732,146293142,146288244,146285912,146289417,146289699,146288377,146287156,146291380,146289746,146292948,146286361,146291598,146287103,146286249,146288547"
44595,"146304993,146304015,146305052,146304676,146302885,146304192,146303084,146305758,146303251,146304476,146303326,146304520,146304140,146307883,146306226,146307442,146304092,146306027,146303548,146306005,146303969,146303405,146303255,146305390,146305200,146305062,146303756,146303770,146305642,146304745,146304358,146303806,146307338,146304961,146302517,146303167,146308068,146302890,146307673,146305327,146302775,146305343,146307678,146302493,146303096,146304697,146302709,146302560,146303248,146303741,146304502,146303975,146304382,146302757,146303717,146306894,146304451,146306349,146303302,146307754,146306841,146303872,146304611,146302495,146307061,146302711,146308249,146303267,146306701,146302946,146302469,146307318,146304239,146308242,146304653,146307787,146303408,146305309,146303570,146304517,146304337,146304463,146304049,146303111,146302430,146303466,146306364,146307730,146303537,146305894,146304134,146306303,146306545,146306080,146303200,146305287,146306820,146306872,146305435,146307946,146307265,146303692,146303680,146303048,146308011,146305218,146302832,146305749,146303908,146302697,146307016,146305142,146302808,146304329,146304228,146303938,146304658,146302816,146303242,146306217,146302503,146305475,146304234,146304760,146305328,146304009,146303287,146307680,146304024,146303352,146307841,146305548,146303541,146302699,146304448,146303884,146303293,146305412,146302884,146305223,146303050,146302491,146302976,146304098,146303427,146306008,146304267,146303862,146303354,146302766,146303924,146306941,146303690,146302859,146302825,146305951,146302713,146302601,146304412,146306093,146306812,146303740,146303106,146306737,146304255,146303811,146302619,146307336,146303734,146306498,146307970,146302578,146303215,146303845,146306361,146302914,146308040,146303455,146305773,146306904"
