cycle,pedigree_IDs
44550,"146243852,146243352,146246432,146244166,146247797,146243473,146244216,146244910,146243940,146243451,146243250,146245457,146244397,146249277,146243156,146245861,146244797,146244088,146243560,146248230,146245173,146244648,146245343,146245307,146243354,146249025,146244106,146244273,146243543,146246897,146245213,146245769,146247707,146244853,146243475,146247693,146247263,146247752,146244139,146243359,146246182,146244512,146243470,146246614,146248662,146243578,146246858,146246717,146248176,146243187,146245316,146245797,146245378,146244415,146248891,146245025,146243961,146245033,146245477,146245045,146243161,146244419,146246709,146244156,146244025,146248006,146245442,146246378,146244179,146248581,146245223,146244540,146243272,146244057,146243591,146246045,146249040,146245061,146245430,146244876,146243912,146243262,146244227,146247368,146247894,146244487,146243432,146249249,146245358,146244012,146247731,146245302,146248560,146247187,146245195,146248836,146245472,146243666,146245330,146248344,146245877,146244547,146244131,146249406,146243303,146245813,146245623,146244642,146243527,146244959,146246607,146248058,146244457,146243946,146243118,146244693,146245301,146243220,146245437,146245159,146248579,146248657,146243082,146249065,146245425,146245388,146243654,146244751,146245336,146248876,146245376,146248533,146249046,146244989,146244178,146248794,146247099,146246459,146244902,146245513,146248385,146246130,146249134,146247267,146244796,146247799,146243437,146245747,146245157,146243168,146248315,146247667,146245048,146244304,146244019,146243079,146244312,146248413,146244046,146244394,146249415,146243472,146244494,146244438,146244678,146249116,146243871,146243802,146245494,146244734,146248996,146248092,146246149,146245503,146249256,146245817,146243471,146244923,146243483,146244187,146244337,146244107,146243321,146244625,146244573,146245848,146243743,146244005,146244580,146243270,146247482,146247431"
44555,"146262845,146263186,146265037,146263335,146264468,146261736,146260098,146265185,146265171,146262442,146259897,146263557,146262688,146259406,146262314,146264082,146259463,146263635,146264543,146263145,146261585,146260525,146263106,146264404,146263539,146262754,146264522,146263360,146260773,146264397,146265058,146265104,146265155,146263994,146265303,146263939,146262572,146264854,146263358,146264026,146264800,146260017,146263197,146264457,146260945,146262126,146261372,146262485,146263890,146263292,146260357,146263778,146263397,146265072,146263361,146259845,146265374,146264616,146262145,146261753,146264466,146264859,146264133,146263968,146261038,146265309,146263524,146261848,146264816,146264297,146260449,146264988,146263046,146262760,146263418,146264793,146264576,146264804,146265129,146264482,146260284,146264069,146263899,146262905,146265191,146264091,146261944,146264631,146264395,146262510,146263988,146264707,146265192,146264594,146263728,146263001,146263530,146262133,146263329,146264885,146263127,146264678,146260561,146264484,146263205,146263325,146264587,146261717,146263768,146260877,146262556,146263456,146264259,146263224,146265324,146262885,146263589,146263564,146265136,146263743,146263147,146259511,146262082,146262483,146262807,146264309,146263092,146260200,146265346,146263414,146262803,146265017,146264055,146261649,146259672,146263921,146260207,146264882,146263742,146264340,146265025,146263117,146261923,146263467,146260585,146265001,146263527,146263266,146260470,146263087,146263448,146263912,146264693,146264097,146261319,146263253,146265351,146265071,146261568,146262366,146261429,146264564,146265202,146265385,146261431,146260394,146263483,146263387,146264492,146264592,146263781,146264179,146264700,146262596,146261215,146264299,146264722,146261088,146264280"
44560,"146281258,146277244,146279225,146279437,146281500,146275990,146276794,146279192,146281389,146278073,146280877,146275748,146281487,146279478,146279002,146275291,146279537,146279166,146276112,146281426,146280883,146281578,146276038,146280553,146276871,146278674,146281180,146281187,146277422,146279382,146281719,146275828,146275374,146281960,146276535,146280770,146281327,146280578,146280531,146278346,146281699,146281023,146278461,146275340,146278872,146280426,146279151,146280582,146276683,146280218,146278649,146277587,146281804,146275221,146275641,146275631,146280593,146278515,146279336,146281006,146276984,146275949,146281827,146279545,146281002,146276720,146279975,146277122,146276849,146280288,146278271,146279181,146279986,146277805,146277731,146275382,146278531,146277897,146280741,146278159,146277043,146279191,146275798,146278765,146275142,146275637,146276452,146281259,146281351,146280773,146276543,146280307,146281035,146277516,146278164,146280461,146279969,146278393,146282208,146278403,146278268,146277602,146278141,146278463,146277223,146276808,146279822,146276287,146277723,146275698,146278251,146276514,146280169,146276805,146279326,146276179,146278757,146275403,146278596,146280682,146280810,146279687,146281922,146277265"
44565,"146293348,146292881,146292866,146292739,146293598,146292152,146296179,146293696,146291698,146291975,146293708,146292398,146293114,146295179,146296375,146294559,146296202,146293593,146293770,146294683,146295577,146293313,146294372,146292628,146293129,146291822,146293443,146292387,146293528,146293908,146292581,146292662,146295091,146292224,146296437,146295273,146292892,146293354,146292087,146292038,146295740,146292414,146292114,146293008,146292697,146293319,146297007,146296814,146294282,146291683,146293558,146293621,146292472,146291903,146293081,146293320,146292815,146292561,146291872,146293821,146292617,146294464,146292051,146293029,146292123,146293864,146291839,146293712,146292228,146296225,146292992,146292653,146293279,146293143,146295527,146295167,146292806,146297620,146293211,146292043,146296097,146292314,146291738,146293097,146292518,146293898,146293042,146292813,146293877,146293347,146296623,146292676,146292942,146295328,146292591,146293948,146293919,146295611,146296139,146295357,146295854,146293825,146293740,146293779,146293961,146291855,146292351,146296497,146293187,146293707,146293944,146293096,146292916,146293039,146293307,146295829,146291731,146291919,146293098,146292018,146296533,146292993,146293188,146294007,146295098,146293082,146296861,146294061,146292570,146296576,146292698,146293026,146293379,146296159,146294016,146292318,146293783,146296194,146294351,146293936,146293849,146291959,146296174,146292593,146292845,146291876,146292888,146292377,146295617,146295197,146292867,146292316,146293918,146292640,146292848,146297186,146294871,146292370,146293000,146293115,146296577,146291710,146292904,146293921,146292823,146295489,146292231,146293735,146295487,146293699,146293757,146295805,146291832,146293110,146292266,146293267,146293916,146295284,146293887"
44570,"146311417,146312953,146307486,146307107,146312828,146311563,146311754,146312346,146307203,146311305,146310659,146312965,146310958,146312404,146312912,146312046,146309486,146312080,146311132,146312512,146311334,146307030,146312141,146308462,146312677,146312950,146309973,146311753,146309283,146310987,146311882,146312497,146312985,146308228,146311004,146308846,146310806,146312788,146309202,146308159,146312266,146312918,146312147,146312869,146310646,146311124,146311649,146310563,146311270,146312657,146312106,146311242,146310894,146311014,146308854,146312643,146311210,146309513,146312685,146308199,146307968,146309414,146310749,146311355,146308134,146310722,146312263,146307034,146307523,146310552,146309930,146310268,146312693,146312093,146311171,146312569,146312691,146311932,146312688,146309260,146312376,146310762,146310945,146311859,146311054,146312282,146308045,146309188,146311108,146312454,146310905,146310402,146311414,146311426,146311596,146312421,146307896,146312452,146310897,146307670,146311526,146308332,146311554,146311699,146312182,146312290,146311562,146312110,146312293,146307221,146312422,146311557,146310765,146307510,146307502,146309210,146310314,146310008,146308495,146312895,146312850,146307009,146311484,146311269,146312964,146312123,146311226,146310713,146311877,146307544,146312957,146309998,146310308,146311000,146312515,146312802,146312415,146310605,146312188,146311814,146312636,146311119,146312980,146311726,146307564,146311380,146311250,146311351,146312383,146307531,146310851,146312052,146311905,146311286,146309303,146309484,146310821,146312608,146310962,146307386,146312393,146311564,146312711,146308588,146311804,146312800,146311365,146311488,146311222,146311541,146311900,146311406,146311395,146311834,146309295,146312133,146310741,146311728,146307069,146310720,146310960,146312468"
44575,"146329222,146329208,146328803,146326901,146327460,146322817,146327810,146325038,146328508,146323784,146325789,146324136,146327305,146323331,146325259,146325815,146323380,146328747,146325603,146323559,146323328,146322893,146324407,146323965,146325004,146324910,146325422,146324703,146328303,146329061,146327242,146325454,146325837,146323697,146328991,146328635,146328632,146326325,146329612,146328915,146326929,146323497,146324792,146324985,146325432,146322949,146324121,146329557,146322921,146328872,146329711,146328862,146326046,146327053,146327695,146328206,146325012,146329155,146325583,146328986,146324303,146327128,146327547,146323419,146326552,146323655,146325163,146328134,146327352,146326647,146323300,146329196,146325468,146324835,146329174,146323360,146325877,146329706,146325370,146326147,146326084,146326617,146324243,146324436,146325502,146323848,146324869,146329180,146325503,146327008,146329834,146328185,146329342,146329205,146328897,146327216,146325309,146327778,146327350,146323610,146326891,146327728,146328269,146324106,146328464,146325285,146327051,146323673,146328249,146326612,146328610,146327623,146327897,146328612,146322887,146327858,146324376,146326506,146329124,146322831,146323063,146326880"
44580,"146340605,146340051,146342135,146344735,146340592,146339984,146342115,146344173,146340521,146342800,146340284,146341810,146342425,146344837,146341436,146342693,146342110,146342353,146345323,146342174,146340451,146341183,146340999,146340600,146341501,146343547,146343456,146341050,146343182,146340132,146341341,146340802,146340370,146340323,146343326,146345424,146340702,146341246,146339956,146341582,146341483,146343174,146342518,146340688,146339813,146343951,146344563,146341016,146344875,146339892,146340867,146341904,146339922,146340204,146341118,146341489,146341839,146343298,146343796,146342884,146344138,146340355,146341020,146341361,146341476,146341903,146341697,146340626,146340895,146340036,146339831,146342201,146343441,146342263,146341248,146342733,146342100,146342013,146341366,146339958,146341119,146340611,146341278,146344483,146341240,146342047,146342847,146341897,146345767,146344948,146340303,146340729,146340687,146341485,146344119,146341456,146343202,146344261,146340440,146341986,146342128,146340256,146339960,146341117,146342066,146343119,146343284,146340341,146341173,146341396,146345761,146345240,146341569,146342530,146341224,146340307,146340301,146341601,146342197,146339850,146340009,146341993,146341652,146340582,146345539,146340249,146340529,146341411,146344007,146340348,146340566,146340945,146340989,146340718,146345458,146340161,146341322,146344860,146340154,146343827,146342243,146344560,146340972,146340273,146341400,146340428,146342106,146342015,146341636,146342967,146342685,146343361,146342713,146341202,146340334,146344228,146341984,146345107,146344663,146343430,146343627,146343528,146344222,146339971,146341086,146345672,146341195,146344196,146341532,146342602,146345851,146341389,146344365,146340944,146343344,146341863,146341650,146341695,146345190,146340852,146345531,146345166,146342881"
44585,"146359895,146358346,146359858,146360247,146361732,146360794,146357666,146361385,146359622,146361763,146360550,146357407,146359014,146360880,146361100,146359728,146360173,146360174,146356892,146361705,146359165,146361098,146356908,146357224,146356802,146360241,146359466,146360167,146361611,146359688,146358725,146361119,146358916,146359936,146360225,146357379,146359877,146360479,146360338,146357535,146359373,146361879,146360278,146360214,146361287,146360157,146356670,146360107,146359724,146361143,146359232,146360851,146357950,146360317,146360135,146361514,146360204,146360005,146361747,146361543,146357142,146357492,146360021,146357947,146361066,146358404,146356327,146360238,146359047,146360649,146360590,146360220,146360165,146361021,146360284,146360788,146360821,146360492,146360155,146359596,146361905,146361979,146359661,146360496,146361156,146361832,146361323,146360368,146360604,146356157,146361329,146359023,146356814,146360049,146359941,146360497,146359872,146361034,146360715,146357418,146361232,146355874,146355991,146361804,146361807,146356699,146355888,146356602,146357036,146357380,146358584,146361085,146361649,146360979,146357484,146357802,146361852,146361620,146359718,146360827,146359797,146359886,146361537,146359818,146361269,146361665,146358175,146359500,146359961,146356466,146361457,146358700,146361683,146356275,146361690,146360935,146361880,146356980,146361000,146355980,146359863,146359748,146359761,146357778,146361062,146359601,146361263,146357063,146357718,146361887,146360807,146356639,146360714,146360605,146359734,146361532,146358626,146361857,146358945,146360507,146361569,146360855,146360599,146359246,146357941,146358766,146361241,146360056,146358177,146361237,146357768,146359900,146360119,146358667,146356026,146361636,146360450,146361865,146360784,146358475,146359708,146360984,146356124,146359498,146360351"
44590,"146378348,146379513,146374141,146376274,146376200,146373607,146372597,146378761,146379128,146378580,146375926,146375275,146374981,146376651,146376395,146379241,146375641,146375090,146377783,146377850,146375240,146377731,146375929,146379195,146379797,146372067,146379258,146379587,146373061,146378216,146378735,146377831,146373230,146378246,146376251,146374788,146378278,146375058,146373292,146379256,146373978,146373260,146372078,146376135,146378613,146377323,146378527,146375181,146379360,146374096,146375707,146376198,146372547,146377177,146375966,146378326,146373052,146378173,146372336,146378655,146375347,146379243,146373407,146373350,146373202,146374028,146373593,146379678,146374048,146375920,146378762,146378054,146372595,146377394,146375189,146374245,146377023,146375447,146379822,146374474,146376864,146372402,146376662,146373672,146379276,146378481,146376956,146379376,146375624,146377797,146379317,146376976,146379198,146374455,146377227,146373651,146379889,146372624,146374931,146378629,146378923,146372171,146379139,146379835,146374252,146378740,146373486,146375755,146376748,146376413,146373472,146372209,146374082,146375957,146377444,146375633,146378161,146375242,146379733,146375221,146373705,146372076,146373065,146376446,146379462,146375722,146372616,146376860"
44595,"146393918,146392235,146390501,146390997,146395955,146392199,146390570,146395657,146391752,146392993,146390064,146391402,146396214,146395002,146391874,146390172,146391815,146395498,146390244,146393547,146392367,146395245,146390662,146394618,146392151,146391512,146394151,146391520,146392019,146392487,146391006,146395088,146391111,146394334,146392093,146392181,146390985,146395926,146392358,146394064,146392468,146395556,146391966,146391640,146392243,146391811,146393514,146392118,146391392,146394396,146390125,146395799,146390962,146393837,146390094,146391911,146390510,146392369,146391666,146390940,146391420,146393581,146393561,146390840,146393632,146393882,146394076,146391012,146391759,146392648,146391483,146390462,146392460,146391142,146393007,146391841,146392272,146391081,146392074,146396040,146390877,146395935,146392106,146391601,146390780,146392140,146392158,146390371,146393962,146391174,146392360,146396160,146391524,146391443,146392239,146391827,146392484,146396015,146392115,146391087,146391324,146392206,146392476,146392308,146395652,146395037,146394837,146391280,146393795,146391555,146392451,146390615,146394919,146390685,146395463,146392522,146392690,146391643,146392630,146396151,146392189,146390164,146393883,146392079,146391201,146391771,146391843,146393057,146392003,146392227,146392176,146390583,146394108,146392423,146391569,146392954,146391513,146391903,146394472,146392037,146395025,146392014,146390688,146392569,146393968,146395910,146390285,146394879,146396020,146390376,146393219,146392095,146395257,146390099,146393726,146393019,146391465,146393051,146390102,146391992,146393311,146390217,146395748,146390844,146393994,146393944,146392907,146391219,146394599,146390378,146390850,146390071,146396092,146394957,146391450,146393419,146391422,146391906,146396212,146391823,146390761,146391530,146391020,146394423,146390990,146394592,146392328"
